title	creator	date_expression	date	language	extent	description	provenance	subject	spatial	format	type	collection_slug	aleph_id	oclc_num	local_id	display_format	rights	rights_note
R. M. T. Hunter letter	Hunter, R. M. T. (Robert Mercer Taliaferro), 1809-1887	1836	1836/1836	eng	1 item	Letter from Hunter to C.G. Griswold of Essex, Virginia. It concerns a proposal relative to banking and compromise resolutions on the abolition question.	Purchase 1954	Banks and banking| Slavery -- United States| Slaves -- Emancipation -- Virginia -- History| Griswold, C. G. (Chauncey G.)| Hunter, R. M. T. (Robert Mercer Taliaferro), 1809-1887			Text	hunterrmt-002356527	002356527	37869750	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
William Hunter letters	Hunter, William W.	1864-1865	1864/1865	eng	105 items	Letters to Hunter from Sidney Smith Lee, captain in charge of the Office of Orders and Detail, C.S.A. Navy Department, from John M. Brooke, commander in charge of the Office of Ordnance and Hydrography, C.S.A. Navy Dept., and from other naval officers regarding ships, supplies, watchwords, men absent without leave and deserters, courts-martial, the laying of torpedoes in the harbor of Savannah, and other naval matters, with numerous references to various Confederate ships.		Brooke, John M. (John Mercer), 1826-1906| Hunter, William W.| Lee, Sidney Smith| Confederate States of America. Navy -- Officers -- Correspondence| Confederate States of America. Navy -- Supplies and stores| Confederate States of America -- History, Naval| Savannah (Ga.) -- History -- Civil War, 1861-1865	Confederate States of America| Savannah (Ga.)		Text	hunterwilliamwletters-000862774	000862774	19851312	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Daniel Huntington letters	Huntington, Daniel, addressee 1816-1906,	1862-1881	1862/1881	eng	3 items	Letters to Daniel Huntington from J. Strickler Jenkins concerning Jenkins's portrait, from John Bigelow pertaining to a portrait of Samuel J. Tilden, and from Philip Henry Sheridan discussing Sheridan's portrait.		Portrait painting -- 19th century| Bigelow, John, creator.| Bigelow, John| Huntington, Daniel| Jenkins, J. Strickler, creator.| Jenkins, J. Strickler| Sheridan, Philip Henry, creator.| Sheridan, Philip Henry| Tilden, Samuel J.			Text	huntingtondanielletters-002569425	002569425	41239235	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Henry Huntington papers	Huntington, Henry, 1766-1846	1841-1845	1841/1845	eng	12 items	Collection includes letters appealing for financial support from Huntington for the American Colonization Society, most of them from Rev. Alexander Moncrief Proudfit, Corresponding Secretary of the New York Chapter of the Society. Huntington writes of the schism in churches between supporters of the colonization movement and some who feel the Society is a proslavery organization. Proudfit writes about the work that Huntington's money is going toward, such as transportation for the Governor of Liberia to sail from colony to colony. Enclosed in one of Proudfit's letters is a circular with a letter from Samuel Benedict, who had migrated from Georgia to Liberia. Proudfit appeals for money in other letters and he also includes another letter from a former slave. One circular letter is from Nathaniel Shatswell Dodge, Agent of the American Colonization Society. The collection holds a great deal of information on the work of the Society in Liberia. Two clippings are also included.		Slavery and the church| Benefactors -- United States -- Correspondence| Colonization| African Americans -- Colonization -- Africa| Benedict, Samuel| Benedict, Samuel| Dodge, N. S. (Nathaniel Shatswell), 1810-1874| Huntington, Henry, 1766-1846| Proudfit, Alexander, 1770-1843| Proudfit, Alexander, 1770-1843| American Colonization Society| Liberia -- Colonization	Liberia		Text	huntingtonhenrypapers-002423872	002423872	38754441	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
Elijah Huntley correspondence	Huntley, Elijah	1864-1877	1864/1877	eng	27 items	Personal correspondence of Elijah Huntley, including letters from a friend at Pine Bluff, Arkansas, describing the countryside, inhabitants, and agricultural and economic conditions; a letter of similar nature concerning Houston County, Georgia; and papers relating to the estate of Lewis Griggs for which Huntley was administrator.		Griggs, Lewis| Huntley, Elijah| Houston County (Ga.) -- Description and travel| Houston County (Ga.) -- Economic conditions| Pine Bluff (Ark.) -- Description and travel| Pine Bluff (Ark.) -- Economic conditions	Houston County (Ga.)| Pine Bluff (Ark.)		Text	huntleyelijah-002569426	002569426	41239237	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Eppa Hunton papers	Hunton, Eppa, 1822-1908	1875-1905	1875/1905	eng	12 items	Business letters of Eppa Hunton concerning his legal practice in Washington, D.C.; personal letters commenting on Confederate veteran's reunions; a letter of recommendation; and a calling card with a note by Hunton.		Practice of law -- Washington (D.C.)| Hunton, Eppa, 1822-1908| Confederate States of America. Army -- Congresses		Letters of recommendation| Visiting cards	Text	huntoneppapapers-002569427	002569427	41239240	[local_id]	image	http://rightsstatements.org/vocab/UND/1.0/	[rights_note]
Pleasant Hunt letter	Hunt, Pleasant	1866	1866/1866	eng	1 item	Personal letter to Pleasant Hunt from his niece in Salem, Iowa.		Hunt, Pleasant		Personal correspondence	Text	huntpleasant-002569417	002569417	41239238	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Samuel G. Hunt papers	Hunt, Samuel G.	1777-1863	1777/1863	eng	21 items	Principally the Civil War correspondence between Samuel G. Hunt, a Confederate soldier, and his wife describing camp life and conditions at home. Included are land deeds, 1777-1842, in Granville County, North Carolina.		Hunt, Samuel G.| Confederate States of America. Army -- Military life| Granville County (N.C.) -- History| Wake County (N.C.) -- History	Granville County (N.C.)| Wake County (N.C.)	Deeds	Text	huntsamuelgpapers-002569418	002569418	41239228	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Hunt & Smith receipt	Hunt & Smith.	1809	1809/1809	eng	1 item	Receipt from Coles Creek Cotton Gin to Jacob Cable of Huntston.		Cotton gins and ginning| Cable, Jacob| Hunt & Smith			Text	huntsmith-002569421	002569421	41239229	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
Washington Hunt letter	Hunt, Washington, 1811-1867	1850	1850/1850	eng	1 item	Letter to Washington Hunt concerning a claim for a pension for the widow of a Continental Army officer.		Military pensions -- United States -- History -- 19th century| Hunt, Washington, 1811-1867| United States -- History -- Revolution, 1775-1783 -- Claims	United States		Text	huntwashington-002569419	002569419	41239232	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
William Henry Hunt letter	Hunt, William Henry	1881	1881/1881	eng	1 item	Letter by Hunt to the Acting Attorney General, S.F. Phillips, regarding the case of William Wallace. Wallace, a Captain in the U.S. Marine Corps, had evidently brought suit against the Navy Department for its alleged non-payment of salary increments.	Purchase 1976	Hunt, William Henry| Phillips, Samuel F.| Wallace, William| United States. Navy -- Officers| United States -- Claims	United States		Text	huntwilliamhenry-002565759	002565759	41150182	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
