title	creator	date_expression	date	language	extent	description	provenance	subject	spatial	format	type	ead_id	aleph_id	aspace_id	finding_aid_url	oclc_num	identifier	local_id	display_format	rights	rights_note
Robert E. Cowart papers	Cowart, Robert E.	1908-1924	1908/1924	eng	9 items	Letters from Thomas Taylor Munford discussing the battle of Five Forks (1865) and a letter on the presidential election of 1924. Munford discusses the roles of Fitzhugh Lee, Thomas Rosser, and George E. Pickett in that battle, as well as Philip Sheridan and Gouveneur Warren. The Munford letters are copies made presumably by Robert Cowart for Keith Reid of Savannah, Ga.		Five Forks, Battle of, Va., 1865| Cowart, Robert E.| United States -- Presidents -- Election, 1924	United States		Text	cowartrobertepapers-002557638	002557638	seca-4c026907-1548-439a-8f65-00905f234ba5	https://library.duke.edu/rubenstein/findingaids/cowartrobertepapers-002557638/	40978860	RL.30629	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]	
Leopold Copeland Parker Cowper letter	Cowper, Leopold Copeland Parker	1864 June 8.	1864/1864	eng	1 item	This collection consists of a letter of June 8, 1864, to Cowper from his niece, Sue. At the time Cowper was lieutenant governor of the Unionist government in Virginia. In addition to family news, Sue reports that the Rev. Mr. Willing, rector of a nearby Protestant Episcopal Church, was forced to resign his position with the Christian Commission. The leaders of the Commission would not allow him to serve simultaneously on the Commission and as a rector. The letter was written from Portsmouth, and Willing was a rector of St. Paul's Church.		Cowper, Leopold Copeland Parker| Virginia -- History -- Civil War, 1861-1865	Virginia		Text	cowperleopoldcopelandparker-002557640	002557640	seca-901684f9-c477-4a4f-9724-e1d9914d79d5	https://library.duke.edu/rubenstein/findingaids/cowperleopoldcopelandparker-002557640/	40978872	RL.30627	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]	
E. B. Cox papers	Cox, E. B.	1862-1864	1862/1864	eng	2 items	Letters of a private in the Confederate Army, commenting on camp life, military campaigns, and personal affairs. One letter is from Tullahoma, Tennessee, and the other is from Ward's Station, Georgia.		Cox, E. B.| Confederate States of America| United States -- History -- Civil War, 1861-1865	Confederate States of America| United States		Text	coxebpapers-002557641	002557641	seca-7ad02ba3-6e6b-4d79-bb83-54d08999e8fc	https://library.duke.edu/rubenstein/findingaids/coxebpapers-002557641/	40978855	RL.30625	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]	
Thomas E. Cox papers	Cox, Thomas E.	1835-1853	1835/1853	eng	8 items	Personal letters written by and to Thomas E. Cox, a student at the College of William and Mary, Williamsburg, Virginia, 1835-1836, and later a physician in Richmond. One letter from an acquaintance vigorously argues that the facilities for medical education in the South are equal to those in the North.	Student at the College of William and Mary and later physician of Richmond, Virginia	Medical education -- Southern States -- 19th century| Cox, Thomas E.| College of William and Mary -- History -- 19th century| Richmond (Va.) -- History -- 19th century	Richmond (Va.)		Text	coxthomasepapers-002557642	002557642	seca-c475fec7-25ac-4bba-bfa6-64e17deae2d7	https://library.duke.edu/rubenstein/findingaids/coxthomasepapers-002557642/	40978850	RL.30613	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]	
Mary E. Craig papers	Craig, Mary E.	1853-1881	1853/1881	eng	56 items	Family correspondence of Mary E. Craig and of her sister and brothers, all teachers, the brothers also being Confederate soldiers. Included also is a letter of W.H. Strayhorn, Confederate soldier, on the futility of war; and family correspondence after the war.		Families -- North Carolina| Teachers -- North Carolina -- Correspondence| Women teachers -- North Carolina -- Correspondence| Craig, Mary E.| Strayhorn, W. H.| Craig family| Confederate States of America. Army -- Military life| Hillsborough (N.C.) -- History -- 19th century| United States -- History -- Civil War, 1861-1865 -- Correspondence	Hillsborough (N.C.)| United States		Text	craigmaryepapers-002545979	002545979	seca-6338cc04-66da-4c7d-9e80-753cfe89b027	https://library.duke.edu/rubenstein/findingaids/craigmaryepapers-002545979/	40761668	RL.30618	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]	
Porter Craig papers	Craig, Porter	1862-1863	1862/1863	eng	3 items	Civil War letters from Camp John Sherman, Washington, D. C., and a camp near Clarksville, Tennessee. Subjects include hardships on long marches, picket duty on the Cumberland River where goods were being smuggled to the Confederacy, and African American reactions to Union troops.		Craig, Porter| United States -- History -- Civil War, 1861-1865	United States		Text	craigporterpapers-002557645	002557645	seca-959e205a-66af-4721-ba8f-ff22c690071f	https://library.duke.edu/rubenstein/findingaids/craigporterpapers-002557645/	40978854	RL.30626	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]	
George B. Cramer diary	Cramer, George B.	1884-1897	1884/1897	eng	2 items	Diary of George B. Cramer for 1884, which primarily describes the daily life and routine of a city resident of the time. Of particular interest are the entries which mention political topics, especially the local and presidential elections. At the end of the volume are additional miscellaneous entries, along with a note copied from an 1885 newspaper. Also included is a clipping, 1897, of Cramer's brother's obituary.	Purchase 1985	Presidents -- United States -- Election -- 1884| Elections -- Pennsylvania -- Philadelphia| City and town life -- Pennsylvania -- Philadelphia| Pennsylvania -- Politics and government	Pennsylvania	Diaries	Text	cramergeorgeb-000748137	000748137	seca-3443e83a-a5d0-449b-912a-7aef5fef1964	https://library.duke.edu/rubenstein/findingaids/cramergeorgeb-000748137/	15673541	RL.30628	[local_id]	image	http://rightsstatements.org/vocab/UND/1.0/	[rights_note]	
W. Irving Crandall papers	Crandall, W. Irving	1858-1892	1858/1892	eng	43 items	Collection contains letters dealing with the presidential election of 1860, the Japanese Embassy, the iron industry in Tenn., and Brazilian agriculture, social life and customs. Correspondents include Clement Claiborne Clay, Jr., Charles Frederick Hartt, Alexander Hamilton Stephens, Angus Cameron, David McKendree Key, David Clopton, and Robert Barnwell Rhett.		Presidents -- United States -- Election -- 1860| Diplomatic and consular service, Japanese| Iron industry and trade -- Tennessee| Agriculture -- Brazil| Brazil -- Social life and customs -- 19th century	Brazil		Text	crandallwirvingpapers-002367342	002367342	seca-bad360d4-fcba-4e8b-a212-0b39a410ccc5	https://library.duke.edu/rubenstein/findingaids/crandallwirvingpapers-002367342/	38000755	RL.30619	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]	
E. Crane letter, Savannah, Georgia to Fisher and Company, Boston	Crane, E.	1850 June 24	1850/1850	eng	1 item	Concerns the Cotton market, insufficient cotton crop, and weather conditions. Fisher and Company was a commission merchant firm in Boston.	Purchase 1978	Cotton trade -- Georgia			Text	cranee-000805127	000805127	seca-79a056d1-232c-4912-b6bc-fe5a76e76ca9	https://library.duke.edu/rubenstein/findingaids/cranee-000805127/	17961559	RL.30617	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]	
Bartlet Yancey Craven papers	Craven, Bartlet Yancey, 1823-	1844-1869	1844/1869	eng	9 items	Craven's Ledger, 1853-1869 (74 pp.), reveals that he was engaged in a variety of activities: blacksmithing, tailoring, farming, hauling, pottery making, and the selling of pottery, foodstuff, and other goods. He also hired labor to assist in some of this work, and entries for the payment of workers on the farm and in his pottery shop are particularly notable. The potter in his employ was Chester Webster who was listed in the 1850 census as a potter, aged 48, born in Connecticut (1850 Census, p. 38). There are a few references to business dealings in Raleigh, Fayetteville, Cedar Falls, etc. The items, 1844-1868, are mostly receipts, usually for the payment of taxes.	Acquired by the Rubenstein Library about 1959	Potters -- North Carolina -- 19th century| Webster, Chester, 1802-| Randolph County (N.C.) -- History -- 19th century	Randolph County (N.C.)		Text	cravenbartletyanceypapers-003866945	003866945	seca-4701c5da-1ddf-4b3b-9f88-1859e405666b	https://library.duke.edu/rubenstein/findingaids/cravenbartletyanceypapers-003866945/	1049572008	RL.30616	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]	
