title	creator	date_expression	date	language	extent	description	provenance	subject	spatial	format	type	ead_id	aleph_id	aspace_id	finding_aid_url	oclc_num	identifier	local_id	display_format	rights	rights_note
Catherine Ann Calhoun papers	Calhoun, Catherine Ann	1847-1854	1847/1854	eng	4 items	Collection contains family letters to Calhoun, including references to horse-powered cotton gins in La., 1847, and farm prices, 1851.		Richmond County (N.C.) -- History -- 19th century	Richmond County (N.C.)		Text	calhouncatherineannpapers-002278576	002278576	seca-2e916f4c-5e65-4f80-9b07-211fa444cc5c	http://library.duke.edu/rubenstein/findingaids/calhouncatherineannpapers-002278576/	36854584	RL.30401	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
William L. Calhoun papers	Calhoun, William L.	1892-1901	1892/1901	eng	8 items	Collection contains letters from John McIntosh Kell, adjutant general of Georgia, and letters from Stephen D. Lee concerning the Confederate Veterans Association and the Confederate Soldiers' Home at Atlanta.		Calhoun, William L.| Kell, John McIntosh, 1823-1900| Kell, John McIntosh, 1823-1900| Lee, Stephen D. (Stephen Dill), 1833-1908| Lee, Stephen D. (Stephen Dill), 1833-1908| Confederate Soldiers' Home of Georgia| Confederate Veterans Association| United States -- History -- Civil War, 1861-1865	United States		Text	calhounwilliamlpapers-002278577	002278577	seca-6066a36c-660c-4674-85fa-17e7a1d53e80	http://library.duke.edu/rubenstein/findingaids/calhounwilliamlpapers-002278577/	154271549	RL.30412	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
William Patrick Calhoun papers	Calhoun, William Patrick, 1851-	1903-1912	1903/1912	eng	16 items	Collection contains letters chiefly concerning the controversy over whether or not the last Confederate Cabinet meeting was held in South Carolina or Georgia. Principal political figures are discussed. There is also a letter of 1912 pertaining to the gubernatorial election in S.C.		Confederate States of America -- History	Confederate States of America		Text	calhounwilliampatrickpapers-002278578	002278578	seca-ff1bb7fe-6f15-4e0c-b3f9-3428743b4e0c	http://library.duke.edu/rubenstein/findingaids/calhounwilliampatrickpapers-002278578/	36854615	RL.30414	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
California Perfume Company color plate catalog	California Perfume Company	1915	1915/1915	eng	1 item	Color plate catalog (100 p., 18 x 26 cm) of perfumes, toilet waters, powders, cosmetics, creams, bath salts, hair products, dental products, and household specialties. Gift packages and sets for both women and men are offered. There is a page holding samples of face powder, rouge, and lipstick shades. Also contains an advertisement for the Panama-Pacific International Exposition, where the company won a gold medal. Bound in soft blue artificial leather fastened with posts. Acquired as part of the John W. Hartman Center for Sales, Advertising & Marketing History.		Perfumes -- Catalogs| Cosmetics -- Catalogs| Toilet preparations -- Catalogs| Household supplies -- Catalogs| California Perfume Company| John W. Hartman Center for Sales, Advertising & Marketing History			Text	californiaperfumecompany-004445404	004445404	seca-bdf6ff33-3d91-4d56-8b1d-9e5fe9479fa8	http://library.duke.edu/rubenstein/findingaids/californiaperfumecompany-004445404/	741566660	RL.30416	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Eliza Callaway papers	Callaway, Eliza	1819-1825	1819/1825	eng	4 items	Collection contains Callaway's bills and receipts.		Virginia -- History -- 19th century	Virginia		Text	callawayelizapapers-002278581	002278581	seca-2b58ccd7-481a-490c-8a87-8ab743078583	http://library.duke.edu/rubenstein/findingaids/callawayelizapapers-002278581/	36854573	RL.30398	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
Philiip Powell Calvert papers	Calvert, Philip Powell, 1871-	1911-1933	1911/1933	eng	78 items	Letters to Calvert as editor of the Entomological News, concerning articles for that journal, editorial policy, nomenclature in entomology, rules and suggestions for contributions to the journal, and the character of Fordyce Grinnell, Jr.		Editors -- Correspondence| Entomology -- Periodicals| Grinnell, Fordyce			Text	calvertphilippowellpapers-000890438	000890438	seca-2e07b869-7fa4-426c-8bb8-9137d6eb05f9	http://library.duke.edu/rubenstein/findingaids/calvertphilippowellpapers-000890438/	20649345	RL.30415	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Churchill Caldom Cambreleng letters	Cambreleng, Churchill Caldom, 1786-1862	1832-1835	1832/1835	eng	2 items	Collection contains a letter from Joel Roberts Poinsett to Cambreleng concerning financial matters. A second letter is from William C. Rives and discusses the French Claims Controversy as expressed in Andrew Jackson's annual message to Congress.		Poinsett, Joel Roberts, 1779-1851| Rives, William C. (William Cabell), 1793-1868			Text	cambrelengchurchillcaldomletters-002278582	002278582	seca-4ae00ef5-22e9-4dcb-b78b-bda93cc614c1	http://library.duke.edu/rubenstein/findingaids/cambrelengchurchillcaldomletters-002278582/	36854533	RL.30399	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
Gideon D. Camden papers	Camden, Gideon D.	1834-1888	1834/1888	eng	37 items	Collection contains business, personal, and legal papers of Judge Camden, including a letter of 1887 describing the Loomis National Library Association.		Judges -- West Virginia| Camden, Gideon D.| Loomis National Library Association| Clarksburg (W. Va.) -- History -- 19th century| West Virginia -- History	Clarksburg (W. Va.)| West Virginia		Text	camdengideond-002278583	002278583	seca-6b4784e4-86a0-400f-88c9-df777f571e97	http://library.duke.edu/rubenstein/findingaids/camdengideond-002278583/	36854580	RL.30400	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
William S. Camden papers	Camden, William S.	1861-1863	1861/1863	eng	4 items	Collection contains personal letters of Camden, probably a Confederate soldier.		Soldiers -- Confederate States of America			Text	camdenwilliamspapers-002274675	002274675	seca-4f8451dd-c1c3-45e5-bab1-863fe4d26491	http://library.duke.edu/rubenstein/findingaids/camdenwilliamspapers-002274675/	36815842	RL.30407	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Kate Camenga letters	Camenga, Kate	1862-1865	1862/1865	eng	25 items	Letters to Kate Camenga from a soldier in the 7th New York Battery, 10th Corps, U.S.A., concerning military activities around Richmond, 1864-1865, and from Diedrich F. Camenga at the U.S. Army General Hospital at Point Lookout, Md., describing the food, Afro-American soldiers, weather, nuns serving as nurses, and the search for John Wilkes Booth.		Soldiers -- United States -- Correspondence| Booth, John Wilkes, 1838-1865| Camenga, Diedrich F.| United States. Army -- African American troops| Point Lookout (Md.) -- History -- Civil War, 1861-1865| Richmond (Va.) -- History -- Civil War, 1861-1865| United States -- History -- Civil War, 1861-1865 -- Hospitals| United States -- History -- Civil War, 1861-1865 -- Medical care| United States -- History -- Civil War, 1861-1865 -- Nurses| United States -- History -- Civil War, 1861-1865 -- Participation, African American	Point Lookout (Md.)| Richmond (Va.)| United States		Text	camengakateletters-000890445	000890445	seca-da8b8dc1-82b8-4c24-a1ef-9f17c45bcf9d	http://library.duke.edu/rubenstein/findingaids/camengakateletters-000890445/	20649368	RL.30408	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
C. W. Cammack papers	Cammack, C. W.	1854-1890	1854/1890	eng	3 items	A letter from W. S. Slaughter; a biographical sketch of Robert Cammack, farmer, and a soldier in the War of 1812, and father of C. W. Cammack; and an obituary of Robert Cammack.		Cammack, C. W.			Text	cammackcwpapers-002569373	002569373	seca-d5315ae8-10e4-4d0f-90ee-ee9d48517f52	http://library.duke.edu/rubenstein/findingaids/cammackcwpapers-002569373/	41230378	RL.30403	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Anna B. Campbell papers	Campbell, Anna B.	1815-1865	1815/1865	eng	50 items	Principally letters of private Henry L. Campbell, 2nd Regiment, U.S. Sharpshooters, to his mother Anna, concerning his activities.		Soldiers -- United States -- Correspondence| Campbell, Henry L.| United States. Army -- Military life| United States. Army. Sharpshooters Regiment, 2nd (1861-1865)			Text	campbellannabpapers-000890352	000890352	seca-657eafbb-0184-4a19-9d72-ca1ff7b0e550	http://library.duke.edu/rubenstein/findingaids/campbellannabpapers-000890352/	20649113	RL.30397	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
