title	creator	date_expression	date	language	extent	description	provenance	subject	spatial	format	type	collection_slug	aleph_id	oclc_num	local_id	display_format	rights	rights_note
John A. Haven letters	Haven, John A.	1821-1823	1821/1823	eng	29 items	Business letters to W.F. and B. Salter, merchants in Fayetteville, N.C., concerning Boston prices.		Merchants -- Massachusetts -- Boston| Merchants -- North Carolina -- Fayetteville| Salter, B.| Salter, W. F.| Boston (Mass.) -- Commerce| Boston (Mass.) -- Economic conditions| Fayetteville (N.C.) -- Commerce	Boston (Mass.)| Fayetteville (N.C.)		Text	havenjohnaletters-000895231	000895231	20770055	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
Benjamin Hawkins letter, 1798.	Hawkins, Benjamin, 1754-1816		1798/1798	eng	1 item	Letter from Hawkins requesting powder and lead from the United States factor, Edward Price.		Hawkins, Benjamin, 1754-1816		Personal correspondence	Text	hawkinsbenjamin-002566223	002566223	41161281	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
Elijah T. D. Hawkins letters	Hawkins, Elijah T. D.	1861-1864	1861/1864	eng	6 items	Letters from Elijah Hawkins to his family. One letter, July 23, 1864, mentions a Confederate victory in the Atlanta campaign the day previous, in which General William H.T. Walker was killed and General States Rights Gist and Tillman Hawkins, Elijah's brother, were wounded.		Atlanta Campaign, 1864| Soldiers -- Confederate States of America -- Correspondence| Hawkins, Elijah T. D..| Hawkins, Tillman| Confederate States of America. Army. Georgia Infantry Regiment, 46th.| United States -- History -- Civil War, 1861-1865 -- Campaigns	United States		Text	hawkinselijahtdletters-000894198	000894198	20748398	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
John Hawkins correspondence	Hawkins, John	1858-1861	1858/1861	eng	9 items	Business correspondence to Hawkins, discussing prices of corn, oats, and horses.		Prices -- United States -- New York (State)| Hawkins, John			Text	hawkinsjohn-002566224	002566224	41161288	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Marmaduke J. Hawkins papers	Hawkins, Marmaduke J., 1850-1920	1856-1905	1856/1905	eng	43 items	Business and political correspondence. Among the correspondents are Walter Clark and F.M. Simmons.		Lawyers -- North Carolina -- Correspondence| Politicians -- North Carolina -- Correspondence| Clark, Walter, 1846-1924| Hawkins, Marmaduke J., 1850-1920| Simmons, Furnifold M. (Furnifold McLendel), 1854-1940| North Carolina -- Politics and government -- 1865-1950	North Carolina		Text	hawkinsmarmadukejpapers-002565795	002565795	41150130	[local_id]	image	http://rightsstatements.org/vocab/UND/1.0/	[rights_note]
Byron M. Hawks papers	Hawks, Byron M.	1846-1899	1846/1899	eng	23 items	Letters concerning Hawks' student life at Dartmouth, 1846-1848; teaching in an academy at South Yarmouth, Massachusetts, 1848; problems of establishing a law practice on the frontier in Fond du Lac (Wisconsin or Minnesota) and personal and family matters. Most of the collection is made up of checks and bills relating to Rochester, New York.		College students -- Correspondence| College students -- Massachusetts| Frontier and pioneer life -- West (U.S.)| Lawyers -- West (U.S.)| Schools -- Massachusetts -- South Yarmouth| Teachers -- Massachusetts| Hawks, Byron M.| Dartmouth College -- Students| Rochester (N.Y.) -- Commerce	Rochester (N.Y.)		Text	hawksbyronmpapers-000861230	000861230	19793781	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Francis L. Hawks letters	Hawks, Francis L. (Francis Lister), 1798-1866	1810, 1827	1810/1827	eng	2 items	Letter of Francis L. Hawks concerning the printing of his work on the North Carolina Supreme Court and the other from Hawk's father describing a suspicious vessel in 1810.		Hawks, Francis L. (Francis Lister), 1798-1866| Hawks, Francis, creator.		Personal correspondence	Text	hawksfrancislletters-002566225	002566225	41161282	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
William E. Hawks papers	Hawks, William E.	1861-1868	1861/1868	eng	20 items	Bills of Hawks and of William E. Hawks, Jr., officers of the Soda Springs Land and Cattle Company.		Hawks, William E.| Soda Springs Land and Cattle Company			Text	hawkswilliamepapers-002566226	002566226	41161289	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Peter W. Hawthorne letters	Hawthorne, Peter W.	1843-1861	1843/1861	eng	4 items	Letters from Hawthorne's sister and from a business associate, Nathaniel Reise.		Hawthorne, Peter W.| Reise, Nathaniel, creator.| Reise, Nathaniel			Text	hawthornepeterwletters-002566227	002566227	41161285	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Horace Edwin Hayden letter	Hayden, Horace Edwin, 1837-1917	1877	1877/1877	eng	1 item	A letter from John Jay thanking Hayden for corrections to a speech Jay had delivered.		Hayden, Horace Edwin, 1837-1917| Jay, John, 1817-1894| Jay, John, 1817-1894, creator.		Personal correspondence	Text	haydenhoraceedwin-002566230	002566230	41161291	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
John Hay letter	Hay, John, 1838-1905	1900	1900/1900	eng	1 item	Note by Hay acknowledging a letter from B.F. Brown.		Brown, B. F.| Hay, John, 1838-1905		Personal correspondence	Text	hayjohn-002566228	002566228	41161292	[local_id]	image	http://rightsstatements.org/vocab/UND/1.0/	[rights_note]
William Hay papers	Hay, William	1786-1807	1786/1807	eng	5 items	Deeds and surveyor's plat of several tracts of land sold by William Hay.		Public land sales -- Georgia| Real property -- Georgia| Hay, William		Deeds| Plats (land)	Text	haywilliampapers-002566229	002566229	41161280	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
