title	creator	date_expression	date	language	extent	description	provenance	subject	spatial	format	type	ead_id	aleph_id	aspace_id	finding_aid_url	oclc_num	identifier	local_id	display_format	rights	rights_note
Micah Croswell letter	Croswell, Micah	1855	1855/1855	eng	1 item	Report from Micah Croswell, agent of the American Tract Society to Jonathan Cross, describing his encounters with the people of Aiken, Graniteville, Blackville, and Barnwell, S.C, where he distributed bibles and religious tracts. The author described the people and religious attitudes encountered during his travels.	Purchase 1982	Missionaries -- South Carolina| Tracts| Cross, Jonathan| American Tract Society| Aiken (S.C.) -- Description and travel| Aiken (S.C.) -- Religious life and customs| Barnwell (S.C.) -- Description and travel| Barnwell (S.C.) -- Religious life and customs| Blackville (S.C.) -- Description and travel| Blackville (S.C.) -- Religious life and customs| Graniteville (S.C.) -- Description and travel| Graniteville (S.C.) -- Religious life and customs	Aiken (S.C.)| Barnwell (S.C.)| Blackville (S.C.)| Graniteville (S.C.)		Text	croswellmicah-001530476	001530476	seca-92ee4ac4-1ee7-4971-a8b6-4f36ce7df68b	https://library.duke.edu/rubenstein/findingaids/croswellmicah-001530476/	30803357	RL.30641	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]	
Benjamin Williams Crowninshield papers	Crowninshield, Benjamin Williams, 1772-1851	1815-1816	1815/1816	eng	2 items	Collection contains letters discussing appointments in the U.S. Navy. One letter (1815) is from Alexander McKim, who discusses the appointment of Dr. Benjamin S. Tyler as Assistant Surgeon in the U.S. Navy. Another is from Gen. Eleazer Wheelock Ripley recommending a midshipman be given his warrant.		McKim, Alexander, 1748-1832, correspondent.| United States. Navy -- Appointments and retirements			Text	crowninshieldbenjaminwilliamspapers-002372608	002372608	seca-854851d5-e665-48d0-9fc9-33d5fb7b935a	https://library.duke.edu/rubenstein/findingaids/crowninshieldbenjaminwilliamspapers-002372608/	38065785	RL.30631	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]	
E. W. Crutchfield papers	Crutchfield, E. W.	1886-1889	1886/1889	eng	27 items	Collection contains business and personal correspondence.		Fluvanna County (Va.) -- History	Fluvanna County (Va.)		Text	crutchfieldewpapers-002400013	002400013	seca-40ee6918-d4a9-41a6-98e1-acfa59c31c92	https://library.duke.edu/rubenstein/findingaids/crutchfieldewpapers-002400013/	38386293	RL.30652	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]	
John and Samuel J. Culberson papers	Culberson, John	1839-1864	1839/1864	eng	24 items	Collection contains correspondence, including personal narratives of the Civil War.		Culberson, Samuel J., correspondent.| United States -- History -- Civil War, 1861-1865 -- Personal narratives	United States		Text	culbersonjohnpapers-002400014	002400014	seca-06b8beb8-3991-44fe-a5e0-17b20a693297	https://library.duke.edu/rubenstein/findingaids/culbersonjohnpapers-002400014/	38386642	RL.30636	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]	
J. M. Culbertson papers	Culbertson, J. M.	1862-1865	1862/1865	eng	17 items	Correspondence of Culbertson and his son serving in the Confederate Army. Gives an account of the capture of Roanoke Island, N.C., 1862, by Gen. Burnside, and mentions the burning of Elizabeth City, N.C.		Soldiers -- Confederate States of America -- Correspondence| Elizabeth City (N.C.) -- History -- Civil War, 1861-1865| North Carolina -- History -- Civil War, 1861-1865| Roanoke Island (N.C.) -- History -- Capture, 1862| United States -- History -- Civil War, 1861-1865 -- Naval operations	Elizabeth City (N.C.)| North Carolina| Roanoke Island (N.C.)| United States		Text	culbertsonjmpapers-000890442	000890442	seca-4c341e6c-7e96-4012-a72d-aa3ebb821ad6	https://library.duke.edu/rubenstein/findingaids/culbertsonjmpapers-000890442/	20649355	RL.30647	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]	
William Culbertson papers	Culbertson, William	1862-1863	1862/1863	eng	37 items	Letters of a soldier who enlisted in the 38th Ohio Infantry Regiment and later served in the 1st Battalion Pioneer Brigade, Army of the Cumberland, describing army life and giving an account of the battle of Murfreesboro, 1863.		Stones River, Battle of, Murfreesboro, Tenn., 1862-1863| Soldiers -- Correspondence| United States. Army of the Cumberland| United States. Army. Ohio Infantry Regiment, 38th (1861-1865)| United States -- History -- Civil War, 1861-1865	United States		Text	culbertsonwilliampapers-000849853	000849853	seca-0fcc1ec3-e782-485b-ad8a-041b3b3ead24	https://library.duke.edu/rubenstein/findingaids/culbertsonwilliampapers-000849853/	19405944	RL.30648	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]	
Thomas Culbreth papers	Culbreth, Thomas, 1786-1843	1832-1835	1832/1835	eng	1 linear feet	Collection contains routine correspondence concerned with Culbreth's office. Included is a letter from the U.S. Senator Henry Goldsborough on the principles of the Whig Party, 1834.		Culbreth, Thomas, 1786-1843| Goldsborough, Robert Henry, 1779-1836| Goldsborough, Robert Henry, 1779-1836, correspondent.| Whig Party (Md.)| Maryland -- Politics and government -- 1775-1865	Maryland		Text	culbreththomaspapers-002400015	002400015	seca-2ea334e4-e500-4eb4-951a-b66bd23f3299	https://library.duke.edu/rubenstein/findingaids/culbreththomaspapers-002400015/	38386082	RL.30633	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]	
Shelby M. Cullom papers	Cullom, Shelby M. (Shelby Moore), 1829-1914	1910	1910/1910	eng	1 item	Collection consists of a personal letter from Cullom to Gardner Richardson for a subscription to The Independent.		Politicians -- Illinois| Cullom, Shelby M. (Shelby Moore), 1829-1914			Text	cullomshelbympapers-002400016	002400016	seca-012d0da1-f946-41cc-a391-5d981f95b2d8	https://library.duke.edu/rubenstein/findingaids/cullomshelbympapers-002400016/	38386302	RL.30653	[local_id]	image	http://rightsstatements.org/vocab/UND/1.0/	[rights_note]	
J. P. Culp papers	Culp, J. P.	1864-1865	1864/1865	eng	3 items	Collection contains personal letters of a soldier stationed near Petersburg, Va. Culp writes of being weary of war, anxious to return home, and eager to obtain food from home.		Confederate States of America. Army. North Carolina Infantry Regiment, 20th.| United States -- History -- Civil War, 1861-1865	United States		Text	culpjppapers-002400017	002400017	seca-2105ae5a-b99f-4b71-a4db-9fcb49639b36	https://library.duke.edu/rubenstein/findingaids/culpjppapers-002400017/	38386275	RL.30649	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]	
John Cumming papers	Cumming, John	1861-1865	1861/1865	eng	93 items	Letters describing service in South Carolina and Virginia, including the bombardment of Battery Wagner, the hardships of camp life, and the destruction caused by Union raiders, 1864, and containing advice to his family on managing the home farm.		Soldiers -- Conduct of life| Soldiers -- Correspondence| Confederate States of America. Army. South Carolina Cavalry, 5th.| Confederate States of America -- Social conditions| South Carolina -- History -- Civil War, 1861-1865| United States -- History -- Civil War, 1861-1865| Virginia -- History -- Civil War, 1861-1865	Confederate States of America| South Carolina| United States| Virginia		Text	cummingjohnpapers-000849833	000849833	seca-3fe9d30d-b0d1-4e3a-aeae-671116ea31c8	https://library.duke.edu/rubenstein/findingaids/cummingjohnpapers-000849833/	19405747	RL.30646	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]	
Richard J. Cundiff papers	Cundiff, Richard J.	1836-1872	1836/1872	eng	15 items	Collection contains personal letters containing comments on the panic of 1837 and on slavery.		Slavery -- United States| Depressions -- 1837| Reese, William N., correspondent.| Franklin County (Va.) -- History| United States -- Economic conditions -- 19th century	Franklin County (Va.)| United States		Text	cundiffrichardjpapers-002400018	002400018	seca-a74c0c14-9ba5-4b08-8c88-e2c193255578	https://library.duke.edu/rubenstein/findingaids/cundiffrichardjpapers-002400018/	38386125	RL.30634	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]	
Anne Pamela Cunningham papers	Cunningham, Ann Pamela, 1816-1875	1857-1874	1857/1874	eng	17 items	Collection contains letters relating to the collection of money for the Mount Vernon Ladies Association of the Union.		Women -- South Carolina -- Societies and clubs| Mount Vernon Ladies' Association of the Union			Text	cunninghamannpamelapapers-002400019	002400019	seca-55a847db-b5fd-4224-b000-986ef12adbd9	https://library.duke.edu/rubenstein/findingaids/cunninghamannpamelapapers-002400019/	38385664	RL.30644	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]	
James Curry papers	Curry, James	1856-1858	1856/1858	eng	6 items	Collection includes five letters, dated 1856 May 17 to 1858 October 7, from publishers Joseph Funk and Sons, of Mountain Valley, Va., to their book agent, James Curry of Nickell's Mill, Monroe County, Va. The letters discuss supply and demand, cost, production, and shipment of the work Harmonia Sacra, a popular Mennonite hymnbook written in shape-note style. Specific subjects mentioned include the need for a new fount of type, competition with northern publishers, carelessness of the depot agents in Staunton, Va., and the continuation of James Curry's agency. Also included is a note written by Curry affirming his willingness to continue his agency and stating the terms of his agency. Acquired as part of the George Washington Flowers Collection of Southern Americana.	Purchase 1980, 01 lin ft	Music printing -- United States -- History| Music publishing -- United States -- History| Booksellers and bookselling -- History -- 19th century| Publishers and publishing -- History -- 19th century| Curry, James| George Washington Flowers Collection of Southern Americana| Joseph Funk & Sons| Joseph Funk & Sons| Mennonite Church -- Hymns| Virginia -- History -- 19th century	Virginia		Text	curryjamespapers-004344510	004344510	seca-130c7b36-6398-480f-9af4-b74ff93b387d	https://library.duke.edu/rubenstein/findingaids/curryjamespapers-004344510/	650587048	RL.30642	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]	
Margaret Curry papers	Curry, Margaret	1813-1891	1813/1891	eng	43 items	Collection contains personal correspondence from G. W. King to Margaret Curry.		Davidson County (N.C.) -- History	Davidson County (N.C.)		Text	currymargaretpapers-002400021	002400021	seca-fc7d7bc1-eda7-4201-b8ff-8716610c16d1	https://library.duke.edu/rubenstein/findingaids/currymargaretpapers-002400021/	38386027	RL.30630	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]	
