title	creator	date_expression	date	language	extent	description	provenance	subject	spatial	format	type	collection_slug	aleph_id	oclc_num	local_id	display_format	rights	rights_note
Elizabeth Sherman Hoar journal	Hoar, Elizabeth Sherman, 1814-1878	1844	1844/1844	eng	2 items	Manuscript and typescript record of Elizabeth's trip to Charleston, South Carolina, with her father, Samuel Hoar, who was sent by the governor of Massachusetts to test the constitutionality of certain laws in South Carolina under which free blacks from Massachusetts, serving as seamen on vessels trading at ports in South Carolina, were seized, imprisoned, and sometimes sold as slaves.		African Americans -- Crimes against| African Americans -- Massachusetts| Slavery -- South Carolina| Women -- Diaries| Women -- United States| Hoar, Elizabeth Sherman, 1814-1878| Hoar, Samuel, 1778-1856| Charleston (S.C.) -- Description and travel| South Carolina -- Description and travel	Charleston (S.C.)| South Carolina		Text	hoarelizabethsherman-000861190	000861190	19793164	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
E. R. Hoar letter	Hoar, E. R. (Ebenezer Rockwood), 1816-1895	1869	1869/1869	eng	1 item	Letter to Hoar from Secretary of the Tresury George Sewall Boutwell, concerning laws designed to prevent the spread of disease from foreign countries among cattle in the United States.		Cattle -- Diseases| Boutwell, George S. (George Sewall), 1818-1905| Boutwell, George S. (George Sewall), 1818-1905, creator.| Hoar, E. R. (Ebenezer Rockwood), 1816-1895			Text	hoarer-002567323	002567323	41174892	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Thomas Hobbs papers	Hobbs, Thomas, Jr.,	1867-1869	1867/1869	eng	18 items	Accounts from Hurt, Todd, & Gee for mackerel, whiskey, and miscellaneous articles and accounts of tobacco sales in Dinwiddie County, Virginia.		Tobacco -- Economic aspects -- Virginia -- Dinwiddie County| Hobbs, Thomas| Hurt, Todd, and Gee Company			Text	hobbsthomaspapers-002567325	002567325	41174891	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Elizabeth Hobson letter	Hobson, Elizabeth A.	1842	1842/1842	eng	1 item	Letter to Betty Hobson from her brother Edward at Boydton, Va., where he is apparently a college student. The letter contains references to religious controversy involving Cambellites and Union Baptists.	Purchase 1978	Baptists -- Relations| Baptists -- Virginia| Christian union -- Baptists| Hobson, Edward| Hobson, Edward| Hobson, Elizabeth A.			Text	hobsonelizabetha-002520495	002520495	40248690	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
Himelius M. Hockett papers	Hockett, Himelius M.	1851-1898	1851/1898	eng	8 items	Papers of Himelius M. Hockett, including miscellaneous bills and receipts; a practice writing tablet of Susannah Hockett; and a personal daybook of expenditures, 1855-1898.		Hockett, Himelius M.| Hockett, Susannah, creator.| Hockett, Susannah		Daybooks	Text	hocketthimeliusmpapers-002567327	002567327	41174884	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Samuel Hodgdon letters	Hodgdon, Samuel, 1745-1824	1794	1794/1794	eng	6 items	Letters to Hodgdon from Clement Biddle, quartermaster of Pennsylvania, concerning supplies for the troops engaged in suppressing the Whiskey Rebellion.		Whiskey Rebellion, Pa., 1794| Biddle, Clement, 1740-1814| Biddle, Clement, 1740-1814, creator.| Hodgdon, Samuel, 1745-1824			Text	hodgdonsamuelletters-002567328	002567328	41174880	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
J. D. Hodges correspondence	Hodges, J. D.	1884-1887	1884/1887	eng	14 items	Correspondence of Hodges with James T. LeGrand, lawyer of Rockingham, North Carolina, concerning business matters and Hodge's desire for an appointment at the University of North Carolina.		Hodges, J. D.| LeGrand, James T.| University of North Carolina (1793-1962)			Text	hodgesjd-002567329	002567329	41174898	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
John D. Hodges papers	Hodges, John D.	1875-1878 and undated.	1875/1878	eng	2 items	Ledger for the Monroe High School, Monroe, North Carolina, 1875-1878, and one undated list of cotton production.		Cotton| Hodges, John D.| Monroe High School (Monroe, N.C.)		Ledgers (account books)	Text	hodgesjohndpapers-002567330	002567330	41174896	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Eliza S. Hodgson letters	Hodgson, Eliza S.	1858-1866	1858/1866	eng	15 items	Personal and family letters.		Hodgson, Eliza S.| Hodson family			Text	hodgsonelizasletters-002567331	002567331	41174934	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Minnie A. B. Hodgson papers	Hodgson, Minnie A. B.	1875-1899	1875/1899	eng	6 items	Miscellaneous items including a manuscript article by John C. Potts, 1875; a letter of Thomas R. Markham, 1879; and several clippings.		Hodgson, Minnie A. B.| Markham, Thomas R.| Markham, Thomas R., creator.| Potts, John C.		Clippings (information artifacts)	Text	hodgsonminnieabpapers-002567333	002567333	41174944	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
John W. Hodnett letters	Hodnett, John W.	1861-1863	1861/1863	eng	6 items	Collection consists of letters from John W. Hodnett to his sister, with comments on the hardships of war and the various campaigns in which he was engaged. He discusses cooking in camp and the lack of food food in general, his lack of shoes, the absence of tents, the position of Union troops and taking prisoners, the defense of Richmond, his desire for the war to end. There is one letter from T. J. Hodnett, who writes to his father, discussing the battle at Gettysburg and his regret that Vicksburg has fallen, along with his religious attitudes regarding the war.		Soldiers -- Confederate States of America -- Correspondence| Soldiers -- Confederate States of America -- Attitudes| Gettysburg, Battle of, Gettysburg, Pa., 1863| Hodnett, John W.| Hodnett, T. J., 1845-| Confederate States of America. Army. Georgia Infantry Regiment, 13th.| Confederate States of America. Army -- Military life| Confederate States of America -- Campaigns| United States -- History -- Civil War, 1861-1865 -- Campaigns	Confederate States of America| United States		Text	hodnettjohnwletters-002448951	002448951	39100438	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
David Hoffman letter	Hoffman, David, 1784-1854	1850	1850/1850	eng	1 item	Letter to David Hoffman from Robert Walsh, consul general of the United States in Paris, concerning Hoffman's essay on the formation of a British and American land and emigration company.		Hoffman, David, 1784-1854| Walsh, Robert, 1784-1859| Walsh, Robert, 1784-1859			Text	hoffmandavid-002567337	002567337	41174932	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
W. O. Hoffman exercise books	Hoffman, W. O.	about 1850-1879	1850/1879	eng	3 volumes	These three volumes are exercise books from Hoffman's studies in bookkeeping and accounting. They include a journal, daybook, and cashbook. These volumes date from about the 1870's, or perhaps somewhat later. The handwritten examples in the exercises are dated 1850's and 1870's, mostly the latter. The paper has watermarks of 1850. The covers of the volumes were printed by the Cumberland Daily News Co. According to the AMERICAN NEWSPAPER ANNUAL (1891), the CUMBERLAND DAILY NEWS was established in 1871. These facts indicate that the volumes date from the postbellum rather than the antebellum period, despite the use of paper from 1850.		Accounting -- Study and teaching| Hoffman, W. O.| Dickinson Commercial College		Daybooks| Journals| Cashbooks	Text	hoffmanwo-002586462	002586462	41579876	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Thomas P. Hoge letters	Hoge, Thomas P.	1863-1864	1863/1864	eng	3 items	A letter from Thomas P. Hoge concerning his efforts to have his plantation overseer exempted from military service in 1863; a family letter from his sons, Whit and Moses, Confederate privates, 1863; and a letter from his wife, Mary C. Hoge, revealing her anxiety for the safety of her sons, 1864.		Draft -- Confederate States of America| Hoge, Mary C.| Hoge, Mary C., creator.| Hoge, Moses, creator.| Hoge, Thomas P.| Hoge, Whit, creator.| Confederate States of America. Army -- Recruiting, enlistment, etc| United States -- History -- Civil War, 1861-1865 -- Personal narratives, Confederate	United States		Text	hogethomaspletters-002567338	002567338	41174940	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
