title	creator	date_expression	date	language	extent	description	provenance	subject	spatial	format	type	ead_id	aleph_id	aspace_id	finding_aid_url	oclc_num	identifier	local_id	display_format	rights	rights_note
Plan of Battle of Manasas or Bull Run Sunday July 21st 1861 from sketches on the spot by F. C. DeLamar	Delamar, F. C.	1861	1861/1861	eng	1 v	Manuscript map of the battlefield at Manassas (Bull Run), Va. It is unclear whether DeLamar made the map as well as the sketches upon which it was based.		Bull Run, 1st Battle of, Va., 1861| Manassas (Va.) -- Maps| United States -- History -- Civil War, 1861-1865 -- Campaigns| United States -- History -- Civil War, 1861-1865 -- Maps| Virginia -- History -- Civil War, 1861-1865 -- Maps	Manassas (Va.)| United States| Virginia		Text	delamarfc-000893849	000893849	seca-d5677574-9494-4335-874b-9ef1fb03fbdf	https://library.duke.edu/rubenstein/findingaids/delamarfc-000893849/	20737315	RL.30709	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]	
S. C. De Larocheaulion papers	De Larocheaulion, S. C.	1865-1871	1865/1871	eng	8 items	Collection contains papers relating to the title to lands of Black Point plantation lands and their sale.		Plantations -- Georgia -- Camden County| Land titles -- Georgia -- 19th century| De Larocheaulion, S. C.| Camden County (Ga.) -- History	Camden County (Ga.)		Text	delarocheaulionscpapers-002458580	002458580	seca-1551baad-70c9-4f12-999d-a28f4205c487	https://library.duke.edu/rubenstein/findingaids/delarocheaulionscpapers-002458580/	39208710	RL.30715	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]	
T. C. De Leon letters	De Leon, T. C. (Thomas Cooper), 1839-1914	1892 and 1899	1892/1899	eng	2 items	Two letters by De Leon discussing writing and publishing.		Authors, American -- Alabama| Authors, American -- Southern States| Authors and publishers| Authors -- Correspondence			Text	deleontcletters-000893747	000893747	seca-1e6c539d-c857-4703-9758-dc03a5be7d3d	https://library.duke.edu/rubenstein/findingaids/deleontcletters-000893747/	20736854	RL.30718	[local_id]	image	http://rightsstatements.org/vocab/UND/1.0/	[rights_note]	
Ulric Albert DeLettre papers	DeLettre, Ulric Albert	1846-1887	1846/1887	eng	11 items	Collection largely contains documents relating to the ownership of land in South Carolina. Included are a few letters, some by DeLettre, discussing family affairs.		Land tenure| DeLettre family| Horry County (S.C.) -- History	Horry County (S.C.)		Text	delettreulricalbertpapers-002458582	002458582	seca-fccd0ba8-3bfc-45de-ad9e-8ba18ab677f0	https://library.duke.edu/rubenstein/findingaids/delettreulricalbertpapers-002458582/	39208694	RL.30701	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]	
William M. DeLong letters	DeLong, William M.	1863	1863/1863	eng	3 items	Letters describing a Union camp in Somerville, W. Va., and the battle of Chickamauga.		Chickamauga, Battle of, Ga., 1863| Soldiers -- United States -- Correspondence| United States -- History -- Civil War, 1861-1865 -- Campaigns| West Virginia -- History -- Civil War, 1861-1865	United States| West Virginia		Text	delongwilliammletters-000893750	000893750	seca-17192c59-b69c-4cbd-83a4-0c29af4a0a5c	https://library.duke.edu/rubenstein/findingaids/delongwilliammletters-000893750/	20736858	RL.30713	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]	
Patrick H. Delphane papers	Delphane, Patrick H.	1869-1874	1869/1874	eng	37 items	Business papers of a corn and wheat dealer and miller of Kinsley Mills (Prince William Co.), Va.		Business records -- Virginia -- Fauquier County| Grain -- Milling| Grain trade -- Virginia -- Fauquier County| Prince William County (Va.) -- Economic conditions	Prince William County (Va.)		Text	delphanepatrickhpapers-000893833	000893833	seca-39183203-a9e4-4c20-b430-82a7a171cc4a	https://library.duke.edu/rubenstein/findingaids/delphanepatrickhpapers-000893833/	20737110	RL.30716	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]	
B. A. Denmark papers	Denmark, B. A.	1860-1878	1860/1878	eng	5 items	Collection contains philosophical musings of J.J. Flournoy, written in the form of letters and addressed to B. A. Denmark. Collection also contains a letter from Henry B. Thompkins introducing Denmark to Josephus Camp.		Philosophy| Denmark, B. A.| Flournoy, J. J.| Flournoy, J. J., author.| Thompkins, Henry B., correspondent.			Text	denmarkbapapers-002458588	002458588	seca-1243aa07-885b-42dc-bb7c-8e6c58a5e522	https://library.duke.edu/rubenstein/findingaids/denmarkbapapers-002458588/	39208703	RL.30707	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]	
Samuel B. Denney papers	Denney, Samuel B.	1818-1842	1818/1842	eng	37 items	Collection contains business papers, including references to Samuel Garland (?) and Christopher T. Estes.		Business records| Nelson County (Va.) -- History	Nelson County (Va.)		Text	denneysamuelbpapers-002458589	002458589	seca-acab5755-4c57-4ba0-94c7-62b20dbb5eb1	https://library.duke.edu/rubenstein/findingaids/denneysamuelbpapers-002458589/	39208691	RL.30698	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]	
John E. Dennis papers	Dennis, John E.	1847-1848	1847/1848	eng	2 items	Collection contains letters from W.H. Dennis of Richmond, Va., to his brother John, mentioning education, slavery and slave prices, tobacco, cotton prices and crops, and politics.		Education -- United States -- History -- 19th century| Slavery -- United States| Slaves -- Prices -- United States| Tobacco -- History| Cotton -- Prices -- United States| Agriculture -- History -- 19th century| Dennis, W. H., correspondent.| United States -- Politics and government	United States		Text	dennisjohnepapers-002458590	002458590	seca-cbab3820-074d-421e-8392-d97c111c8c17	https://library.duke.edu/rubenstein/findingaids/dennisjohnepapers-002458590/	39208675	RL.30702	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]	
A. V. Burns letter to James William Denver	Denver, James William, 1817-1892	1874	1874/1874	eng	1 item	Collection consists of one letter to Denver from A.V. Burns, dated Jan. 17, 1874, from Gilroy, California. Burns thanks Denver for interest he takes in the survivors of the Mexican War and refers to early political campaigns in California, the hardships of the Mexican War, and frontier conditions in California.	Purchase, 1975	Mexican War, 1846-1848 -- Personal narratives| Burns, A. V., correspondent.| California -- Politics and government -- 1850-1950| California -- History -- 1850-1950	California		Text	denverjameswilliam-002458593	002458593	seca-80841ad3-4427-43f1-b41e-205187b95e68	https://library.duke.edu/rubenstein/findingaids/denverjameswilliam-002458593/	39208666	RL.30717	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]	
Tunis De Pew papers	De Pew, Tunis	1860-1931	1860/1931	eng	24 items	Collection contains letters, checks, bills, receipts, and a telegram to De Pew, from Peter De Pew, Grace A. Gruman, and others. Topics include an order for trees; letters about flowers and shrubs; preparations for the 1929 presidential inauguration.		Florists -- United States -- History| Business records| Florists -- United States -- Correspondence| De Pew, Tunis			Text	depewtunispapers-002458591	002458591	seca-60b8c644-bb64-4cca-87c3-f88a0428a2d8	https://library.duke.edu/rubenstein/findingaids/depewtunispapers-002458591/	39208705	RL.30706	[local_id]	image	http://rightsstatements.org/page/NKC/1.0/?language=en	[rights_note]	
George Wymberley Jones De Renne papers	De Renne, George Wymberley Jones, 1827-1860	1782-1916	1782/1916	eng	43 items	Letters to De Renne concern the Buchanan administration; the president's nephew, Cole Baker; politics and politicians of the era; railroad building in Georgia and South Carolina; the coming of the Civil War; news and views of Reconstruction (during which the De Renne family lived abroad in France); the Black Republican Party; and suffrage for African Americans. Correspondents include F. Dainese, Thomas F. Drayton, James H. Hammond, H.I. McIntyre, James P. Screven, and John Screven. There are also some papers of the Central Bank of Georgia. Two items concern Dr. George Jones, father of G.W. Jones (later known as G.W. Jones De Renne), consisting of an 1782 affidavit concerning his imprisonment by the British and a receipt for the sale of a slave.		Railroads -- Georgia| Railroads -- South Carolina| Reconstruction (U.S. history, 1865-1877)| African Americans -- Suffrage| Slavery -- United States| Baker, Cole| Buchanan, James, 1791-1868| Dainese, F.| Drayton, Thomas Fenwick, 1808-1891| Hammond, James Henry, 1807-1864, correspondent.| Jones, George| McIntyre, H. I.| Screven, James P.| Screven, John| Central Bank of Georgia| Georgia -- Politics and government| United States -- History -- Civil War, 1861-1865| United States -- History -- 1815-1861	Georgia| United States		Text	derennegeorgewymberleyjonespapers-000849846	000849846	seca-48cffd98-53a7-44bc-8a47-5135b0422e8d	https://library.duke.edu/rubenstein/findingaids/derennegeorgewymberleyjonespapers-000849846/	19405852	RL.30695	[local_id]	image	http://rightsstatements.org/vocab/UND/1.0/	[rights_note]	
Robert de Schweinitz papers	De Schweinitz, Robert, 1819-1901	1862	1862/1862	eng	5 items	Printed forms and letters explaining the increase in the cost of tuition and board at the Salem Female Academy, from June to December, 1862.		Women -- Education| Universities and colleges -- North Carolina| Moravians -- North Carolina| College costs -- North Carolina| Salem Academy and College (Winston-Salem, N.C.)			Text	deschweinitzrobertpapers-000849847	000849847	seca-0951f19f-2696-4a19-ab0d-7085ed152c6b	https://library.duke.edu/rubenstein/findingaids/deschweinitzrobertpapers-000849847/	19405862	RL.30710	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]	
Augustus Frederick commission	Desha, Joseph, 1768-1842	1825	1825/1825	eng	1 item	Commission as captain in the 33rd Kentucky Militia Regiment for Augustus Frederick, signed by Joseph Desha, governor of Kentucky.		Desha, Joseph, 1768-1842| Frederick, Augustus, creator.			Text	deshajoseph-002570726	002570726	seca-94397740-156f-43d8-8c6b-8e80fda0c46f	https://library.duke.edu/rubenstein/findingaids/deshajoseph-002570726/	41247450	RL.30699	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]	
Dewitt family papers	Dewitt family	1863-1866	1863/1866	eng	9 items	Topics of these miscellaneous letters include the use of substitutes in the draft in New York; conditions around Shell Mound, Tenn., after occupation by Union troops; the occupation of Charleston, S.C., by African American troops; and a school for freedmen run by Union troops on Sullivan's Island. Writers of these letters are Julian F. DeWitt and other members of the DeWitt family, and James G. Foster.		African Americans -- Education -- 19th century| Soldiers -- United States -- Correspondence| DeWitt, Julian F., correspondent.| Foster, James G., correspondent.| United States. Army -- African American troops| United States. Army -- Recruiting, enlistment, etc -- Civil War, 1861-1865| Charleston (S.C.) -- History -- Civil War, 1861-1865| Marion County (Tenn.) -- History -- Civil War, 1861-1865| Sullivans Island (S.C.) -- History -- Civil War, 1861-1865| United States -- History -- Civil War, 1861-1865 -- Occupied territories| United States -- History -- Civil War, 1861-1865 -- Participation, African American	Charleston (S.C.)| Marion County (Tenn.)| Sullivans Island (S.C.)| United States		Text	dewittfamilypapers-000893758	000893758	seca-e5469245-33b5-4189-8cc6-8c1c3a451786	https://library.duke.edu/rubenstein/findingaids/dewittfamilypapers-000893758/	20736877	RL.30714	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]	
