container_1	creator	title	date_expression	date	language	extent	physical_description	description	provenance	subject	spatial	format	ead_id	aspace_id	finding_aid_url	oclc_num	rl_number	dpc_id
folder 1	Andrew, Benjamin	Benjamin Andrew papers	1783, 1786	1783/1786	eng	2 items		Promissory note to James Dunwody, and a petition from John McLean to the Chief Justice of Georgia for the collection of a debt.		Promissory notes -- Georgia; Judges -- Georgia; Dunwody, James; McLean, John			andrewbenjaminpapers-001616484	seca-ab541633-4f1f-4637-8bb1-cf2eb8cbdf54	http://library.duke.edu/rubenstein/findingaids/andrewbenjaminpapers-001616484/	31421798	RL.30061	dpc_id
folder 1	Andrews, Benjamin Whitfield	Benjamin Whitfield Andrews letters	1848-1885	1848/1885	eng	5 items		Five business and personal letters to Benjamin Whitfield Andrews. He was connected wtih B.W. Andrews and Company in 1848. He was then postmaster of Logan's Store post office, in Rutherford, N.C. In 1885 he was postmaster of the Patten's Home post office, also in N.C. Subjects discussed include mining (Arkansas, 1857) and commodity prices (S.C., 1885).		Mines and mineral resources -- Arkansas -- History -- 19th century; Commercial products -- South Carolina -- History -- 19th century			andrewsbenjaminwhitfieldletters-001616485	seca-06b036a0-9927-42e3-a30c-0da54e6f27ac	http://library.duke.edu/rubenstein/findingaids/andrewsbenjaminwhitfieldletters-001616485/	31421745	RL.30068	dpc_id
folder 1	Andrews, Everett C.	Everett C. Andrews papers	1859-1888	1859/1888	eng	18 items		Business papers; military orders; widow's pension papers.		War widows -- 19th century; Business records -- Connecticut -- History -- 19th century; Soldiers -- Correspondence -- History -- 19th century; Pensions -- Connecticut -- History -- 19th century; United States -- History -- Civil War, 1861-1865	United States		andrewseverettcpapers-001616486	seca-81f80177-350e-4e13-ae66-01dca7371b08	http://library.duke.edu/rubenstein/findingaids/andrewseverettcpapers-001616486/	31421808	RL.30071	dpc_id
folder 1	Andrews, George	George Andrews letter	1802	1802/1802	eng	1 item		Letter to George Andrews from [William?] Andrews describing his experiences moving to the Mississippi territory and local economic conditions in Natchez, Mississippi.		Migration, Internal -- History -- 19th century; Mississippi -- History; Natchez (Miss.) -- Economic conditions; Natchez (Miss.) -- History -- 19th century	Mississippi; Natchez (Miss.)		andrewsgeorge-001616487	seca-9911730b-c5f0-4ce5-bba0-e9f5b0ef3f08	http://library.duke.edu/rubenstein/findingaids/andrewsgeorge-001616487/	31421717	RL.30063	dpc_id
folder 1	Andrews, James O.	James O. Andrews papers	1859-1861 and undated.	1859/1861	eng	8 items		Letters from James Andrews addressed to William Harris of Williamston, North Carolina. Most are personal in nature but some discuss business conditions in Texas and there is one piece of election material probably dating from the 1870s or 1880s.		Campaign literature -- History -- 19th century; Harris, William; Texas -- Economic conditions	Texas		andrewsjamesopapers-001616488	seca-03d73181-2461-411e-9ff1-0f3717501ff2	http://library.duke.edu/rubenstein/findingaids/andrewsjamesopapers-001616488/	31421756	RL.30072	dpc_id
folder 1	Andrews, R. Snowden (Richard Snowden), 1830-1903	Snowden Andrews papers	1865-1920	1865/1920	eng	7 items		Miscellaneous papers including a letter, 1865, from Snowden Andrews in Ferrol, Spain, to his wife Mary in Paris, mentioning that his ship had stopped for minor repairs and that a Confederate ram was also in the harbor, by permission of the Spanish queen. Also includes a letter from the Maryland Historical Society acknowledges receipt of the artillery jacket worn by Maj. Richard Snowden Andrews when he was wounded at the Battle of Cedar Run. Clippings are of reviews of Maj. Snowden's Memoirs and notices of the death of Archibald Thomas, a doorman at the Merchants Club of Baltimore for many years, who was a former Andrews family slave.		Thomas, Archibald, -- Obituaries.; Confederate States of America. Army -- Officers -- Biography; Confederate States of America -- Foreign relations -- Spain; Spain -- Foreign relations -- Confederate States of America	Confederate States of America; Spain		andrewsrsnowdenpapers-000897847	seca-253fabf5-b3df-43e1-b4fa-32a311087616	http://library.duke.edu/rubenstein/findingaids/andrewsrsnowdenpapers-000897847/	20839499	RL.30079	dpc_id
folder 1	Andrews, Thomas	Thomas Andrews letters	1829-1830	1829/1830	eng	0.1 linear feet		Collection comprises two letters written to Andrews' mother, Mary, who was a Quaker residing in Salem (Salem Co.), New Jersey. A comparison of the handwriting indicates that the letters may have been written by two Andrews brothers, but the letter dated 1829 is from Thomas. This letter is unusual in that it discusses his recent interracial marriage, to Lavinia (Gilbert) of Rochester, N.Y. After outlining their travel plans for an upcoming visit to Salem, Thomas adds, "I hope the[e] will say nothing about our comeing, I wish it not to be Known.-- Lavinia wishes me to tell the[e] that She is black, or nearly so[,] that the[e] may not be disappointed, when the[e] Sees her. but I can tel[l] the[e] that She is fairer than the Liley, and as Small as the fairy, and gayer than the Rainbow. but She Says She is a Quaker, and I suppose that will be enough for the[e]-- at any rate the[e] will soon have an opportunity of Seeing her, and Judging for thyself." However, it is not clear whether the couple completed the trip, for the 1830 letter explains delays in their travel. It describes the couple's setting up of housekeeping, the composition of their household, as well as their hopes for their trip to Salem, with plans to return with Mary Andrews or "Clarry" for an extended visit in Rochester.	Purchase 2010, 2010-0102 1 lin ft	Interracial marriage -- New York (State) -- Monroe County -- History -- 19th century; Quakers -- New York (State); Andrews, Lavinia; Andrews, Mary; Andrews, Thomas; Andrews family; Monroe County (N.Y.) -- Race relations -- History	Monroe County (N.Y.)		andrewsthomasletters-004313358	seca-c97117ed-d2cc-4131-a533-b2abf8aee027	http://library.duke.edu/rubenstein/findingaids/andrewsthomasletters-004313358/	637099842	RL.30065	dpc_id
folder 1	Andrews, William B. G.	William B.G. Andrews papers	1862-1870	1862/1870	eng	28 items		Personal letters from a Confederate soldier to his father, Thomas A. Andrews. Topics include business affairs, crops, weather, debts, death of a female slave, religion and preaching, commodity prices in Virginia, and the progress of the war, including casualties, sickness and prisoners; the sieges of Suffolk (1863) and Petersburg (1865); and the battles of Nashville (1864), Gordonsville (1864), and Sayler's Creek (1865); the Confederate government; conscription and the election of officers in the 10th Battalion of Virginia Heavy Artillery; Confederate and Union generals; and rumors about the Confederate peace commissioners and General Lee's call for the use of African Americans. There is also Andrews' Book of Psalms, containing his notes from May 1865 regarding his own admittance into a Point Lookout, Md., hospital as well as the death from typhoid fever of a relative in a Newport News, Va., prison hospital.		Nashville, Battle of, Nashville, Tenn., 1864; Andrews, Thomas A.; Confederate States of America. Army. Virginia Heavy Artillery, 10th.; Confederate States of America. Army -- African American troops; Confederate States of America -- Politics and government; Confederate States of America; Gordonsville (Va.) -- History; Petersburg (Va.) -- History; Pittsylvania County (Va.) -- History -- 19th century; Suffolk (Va.) -- History -- Siege, 1863; United States -- History -- Civil War, 1861-1865 -- Campaigns; Virginia -- History -- Civil War, 1861-1865; Virginia -- Economic conditions	Confederate States of America; Gordonsville (Va.); Petersburg (Va.); Pittsylvania County (Va.); Suffolk (Va.); United States; Virginia		andrewswilliambgpapers-000842401	seca-a4a4cb65-eab8-4cb8-8521-d3584bcbc7cb	http://library.duke.edu/rubenstein/findingaids/andrewswilliambgpapers-000842401/	19106048	RL.30075	dpc_id
folder 1	Apperson, Richard	Richard Apperson papers	approximately 1800	1795/1810	eng	2 items		Two items referring to a duel between Apperson and a Dr. Holmes, located in Petersburg, Virginia. One is a draft for a handbill denouncing Dr. Holmes, and the other a letter about the printed handbills and other matters connected to the dispute. Items are undated but appear to be from approximately 1800.	Acquired 1941	Dueling -- United States -- 19th century; Apperson, Richard; Petersburg (Va.) -- History	Petersburg (Va.)		appersonrichardpapers-003860216	seca-632cbfea-793a-4995-ad76-ac70824c279b	http://library.duke.edu/rubenstein/findingaids/appersonrichardpapers-003860216/	971052025	RL.30062	dpc_id
folder 1	Archer, William M.	William M. Archer papers	1861-1862	1861/1862	eng	9 items		Letters and papers relating to Confederate army life in Alabama and Virginia. Units mentioned specifically are the 2nd and 13th Regiments of Alabama Volunteers.		Soldiers -- Confederate States of America -- Correspondence; Confederate States of America. Army. Alabama Infantry Regiment, 2nd.; Confederate States of America. Army. Alabama Infantry Regiment, 13th.; Confederate States of America. Army -- Military life; Virginia -- History -- Civil War, 1861-1865	Virginia		archerwilliammpapers-000887823	seca-78a6529b-1eaa-469d-b54a-2eb3f6e3dc5d	http://library.duke.edu/rubenstein/findingaids/archerwilliammpapers-000887823/	20574199	RL.30074	dpc_id
folder 1	Archer, William Segar, 1789-1855	William Segar Archer papers	1823-1847	1823/1847	eng	4 items		Various letters of Archer; one comments on the political situation in 1846 and criticizes Polk's administration.		Presidents -- United States -- Public opinion; Legislators -- Correspondence; Polk, James K. (James Knox), 1795-1849 -- Public opinion.; United States -- Politics and government -- 1845-1861	United States		archerwilliamsegarpapers-001616505	seca-cc8c0294-16e2-4ea9-b5e1-fa3b2d521e3b	http://library.duke.edu/rubenstein/findingaids/archerwilliamsegarpapers-001616505/	31421731	RL.30064	dpc_id
folder 1	Prasca Arboré and Company	Prasca Arboré and Company records	1759-1760	1759/1760	fre	9 items		These documents, written in French, concern the voyage of a French-owned brigantine "Les Bons Amis," which was stopped by both the English and French corsairs as it returned with a cargo of sugar from the West Indies to Cadiz. The papers include a list of the cargo brought from Europe and a report on the voyage written by the captain.		Sugar -- Manufacture and refining -- West Indies; Shipping -- Spain; Freedom of the seas; Privateering -- Great Britain; Privateering -- France; Search, Right of; Seizure of vessels and cargoes; Les Bons Amis (Ship); Spain -- Commerce -- West Indies; West Indies -- Commerce -- Spain	Spain; West Indies		prascaarboreandcompany-000842403	seca-83356165-90a1-4548-bbe4-e1eeefb7bae9	http://library.duke.edu/rubenstein/findingaids/prascaarboreandcompany-000842403/	19106073	RL.30060	dpc_id
