title	creator	date_expression	date	language	extent	description	provenance	subject	spatial	format	type	ead_id	aleph_id	aspace_id	finding_aid_url	oclc_num	identifier	local_id	display_format	rights	rights_note
G.S. Converse papers	Converse, G. S.	1847-1851	1847/1851	eng	14 items	Two letters to Converse and 12 speeches written by him as a student at Yale University.	Gift 1967	College students -- Connecticut| Presidents -- United States -- Election -- 1964| Textile workers -- Labor unions -- North Carolina| Labor unions -- North Carolina -- College employees| Draft -- United States| Vietnam War, 1961-1975 -- Protest movements| Evans, Sara M. (Sara Margaret), 1943-| Duke University| Southern Student Organizing Committee (Nashville, Tenn.)| Yale University -- Students| United States -- Race relations	United States	Speeches	Text	conversegspapers-000846397	000846397	seca-3c07d204-bc71-458a-93f3-204e49f8ffa5	https://library.duke.edu/rubenstein/findingaids/conversegspapers-000846397/	19276884	RL.30586	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Moncure Daniel Conway papers	Conway, Moncure Daniel, 1832-1907	1856-1907	1856/1907	eng	16 items	Collection comprises letters, all but one of which was written by Moncure Daniel Conway, and an undated newspaper clipping outlining his work as an abolitionist. Topics of the letters include: conflict within his congregation, genealogy research, his relocation to England in 1893, arrangements for meetings and his lecture schedule and topics, his request for confirmation regarding the provenance for a manuscript, his writing plans and publications, and payment for his work. In one letter he mentions that he will be passing time with Samuel Clemens (Mark Twain).	Purchase 2016, 2016-0084	Relocation (Housing) -- 19th century| Abolitionists -- United States| Church controversies| Lectures and lecturing| Conway, Moncure Daniel, 1832-1907| Twain, Mark, 1835-1910| London (England)| United States -- Genealogy	London (England)| United States		Text	conwaymoncuredanielpapers-003866946	003866946	seca-1a0e3eb4-b7ec-4d00-84c2-85af9fee41e4	https://library.duke.edu/rubenstein/findingaids/conwaymoncuredanielpapers-003866946/	954501740	RL.30593	[local_id]	image	http://rightsstatements.org/vocab/UND/1.0/	[rights_note]
Charles E. Cook papers	Cook, Charles E.	1863-1864	1863/1864	eng	5 items	Collection contains papers concerned with insurance on coal cargoes lost to Confederate commerce raiders.		Boston (Mass.) -- 19th century| United States -- History -- Civil War, 1861-1865| United States -- History -- Civil War, 1861-1865 -- Naval operations	Boston (Mass.)| United States		Text	cookcharlesepapers-002278548	002278548	seca-09adfa5e-2b08-48d9-b7c9-9008d94b7aa1	https://library.duke.edu/rubenstein/findingaids/cookcharlesepapers-002278548/	36854600	RL.30598	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
George A. Cooke papers	Cooke, George A.	1878-1879	1878/1879	eng	4 items	Collection contains love letters from Cooke to his fiancée, L.G. Glein of Lebanon, Pennsylvania.		Love-letters -- 19th century| Man-woman relationships -- 19th century| Philadelphia (Pa.)	Philadelphia (Pa.)		Text	cookegeorgeapapers-002278556	002278556	seca-01e987da-e062-40b1-b208-30f033fb0d57	https://library.duke.edu/rubenstein/findingaids/cookegeorgeapapers-002278556/	36854541	RL.30603	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Joseph H. Cook letters	Cook, Joseph H., approximately 1833-	1864-1865	1864/1865	eng	3 items	Letters to his wife recording his military experiences including the fighting near Murfreesboro, Tenn. (Dec., 1864), and Kinston, N.C. (March, 1865), and personal and regimental news from Raleigh, N.C. (May, 1865). Letter of March 8, 1865, includes a printed song, "Victories of the 23rd Army Corps at Franklin, Murfreesboro, Nashville" by George P. Hardwick.	Gift 1988	Murfreesboro, Tenn., Battle of, 1864| Kinston, N.C., Battle of, 1865| Hardwick, George P.| United States. Army. Minnesota Infantry Regiment, 8th (1862-1865)| Anoka County (Minn.)| United States -- History -- Civil War, 1861-1865 -- Songs and music	Anoka County (Minn.)| United States		Text	cookjosephhletters-000828669	000828669	seca-7398f885-3e3d-4373-9665-c8c278b92669	https://library.duke.edu/rubenstein/findingaids/cookjosephhletters-000828669/	18663761	RL.30599	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Mary Jane Cook papers	Cook, Mary Jane	1855	1855/1855	eng	2 items	Collection consists of personal correspondence from Mrs. Mary Jane Cook to her mother.		Women -- Correspondence -- 19th century| Marysville (Calif.)	Marysville (Calif.)		Text	cookmaryjanepapers-002278551	002278551	seca-23db8528-83d5-4db2-bfb3-afea5b753d89	https://library.duke.edu/rubenstein/findingaids/cookmaryjanepapers-002278551/	36854591	RL.30592	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Orchard Cook papers	Cook, Orchard, 1763-1819	1807	1807/1807	eng	1 item	Collection consists of a letter written while Cook was a U.S. Congressman, discussing the Massachusetts judiciary, Congress, foreign relations, and Dr. Charles Jarvis. The addressee was Governor James Sullivan of Massachusetts.		Courts -- Massachusetts -- History| Jarvis, Charles, Dr.| United States. Congress -- 19th century			Text	cookorchardpapers-002278552	002278552	seca-257f2a48-4d55-40da-9490-f9613d5cdd50	https://library.duke.edu/rubenstein/findingaids/cookorchardpapers-002278552/	36854527	RL.30580	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
Sally Cook papers	Cook, Sally, Mrs.,	1839-1879	1839/1879	eng	4 items	Collection contains correspondence concerned with family affairs and local news.		Women -- Correspondence -- 19th century| Families| Rutland (Ohio)	Rutland (Ohio)		Text	cooksallypapers-002278553	002278553	seca-ab9bd12d-3ae5-4414-b31b-e9c9feeede08	https://library.duke.edu/rubenstein/findingaids/cooksallypapers-002278553/	36854536	RL.30583	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Thomas Cook papers	Cook, Thomas	1759-1792	1759/1792	eng	22 items	Collection contains a description of Cook's land in 1778, several land deeds from Granville Co. belonging to Cook, and a number of routine bills and receipts.		Land titles| Slavery -- United States -- 18th century| Business records -- North Carolina -- 18th century| Granville County (N.C.) -- History -- 18th century	Granville County (N.C.)		Text	cookthomaspapers-002278554	002278554	seca-a795f87c-f8fc-4ab1-a227-26d47fa6a65a	https://library.duke.edu/rubenstein/findingaids/cookthomaspapers-002278554/	36854571	RL.30578	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
Dennis Cooley papers	Cooley, Dennis	1819-1853	1819/1853	eng	30 items	Correspondence from family and colleagues in Massachusetts, New York, and South Carolina to Dennis Cooley. Colleagues include Stephen Elliot, a botanist, who writes about exchanging information on plants; and the botanist and chemist John Torrey, M.D., who writes on exchanging plant specimens, particularly Cryptogamia. H.P. Hartwell also writes about various drugs and other medical matters. Letters from family members Henry, Orrin, Caleb, and Eli address many topics: family matters; personal health; farming and gardening in Massachusetts and Georgia; Orrin's stay at Amherst College and his impressions of its newly-installed president, Heman Humphrey; and economic conditions and the business community in Deerfield, Mass. Another letter by N.C. Cooley gives impressions of Washington, D.C. in 1853, and comments on the construction of many new buildings and monuments. The collection includes a few letters written by Dennis Cooley himself.	Purchase, nd	Botany -- North America| Botanists -- Correspondence| Physicians -- Correspondence| Agriculture -- Massachusetts| Agriculture -- Georgia| Elliott, Stephen, 1771-1830| Hartwell, H. P.| Humphrey, Heman, 1779-1861| Torrey, John, 1796-1873| Amherst College| Deerfield (Mass.) -- Economic conditions| Deerfield (Mass.) -- Commerce| Washington (D.C.) -- Description and travel| Washington (D.C.) -- Buildings, structures, etc	Deerfield (Mass.)| Washington (D.C.)		Text	cooleydennispapers-001826855	001826855	seca-9e6d8681-3e5a-4c15-a023-b6b0aaa71e0a	https://library.duke.edu/rubenstein/findingaids/cooleydennispapers-001826855/	32878730	RL.30581	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Oliver S. Coolidge papers	Coolidge, Oliver S.	1861-1864	1861/1864	eng	43 items	Correspondence between Coolidge and his sister, chiefly while he was serving with Maj. Gen. Ambrose E. Burnside's coast division, and in Burnside's bodyguard and at headquarters, Dept. of the Ohio. Includes descriptions of battles at Roanoke Island and New Bern, N.C., and Fredericksburg, Va., military life, and the cities of Annapolis, Md., New Bern, N.C., and Cincinnati, Ohio. Includes references to Burnside, Elias Howe, and Edward Stanly, to his marital problems, former alcoholism, and to spiritualism, prejudice agains blacks and Irish, and nativist attitudes. Also included are military records pertaining to leave, pay, and discharge; and newspaper clippings.	Acquired 1975	Marriage -- 19th century| Fredericksburg, Battle of, Fredericksburg, Va., 1862| Soldiers -- Conduct of life| Soldiers -- Family relationships| Soldiers -- Religious life| Barmester, Shadrack| Burnside, Ambrose Everett, 1824-1881| Coolidge, Sarah| Holden, M.C., Correspondent.| Howe, Elias, 1820-1895| Stanly, Edward| United States. Army. Department of the Ohio.| Annapolis (Md.) -- Description and travel| Cincinnati (Ohio) -- Description and travel| New Bern (N.C.) -- History -- Civil War, 1861-1865| North Carolina -- History -- Civil War, 1861-1865| Roanoke Island (N.C.) -- History -- Civil War, 1861-1865	Annapolis (Md.)| Cincinnati (Ohio)| New Bern (N.C.)| North Carolina| Roanoke Island (N.C.)		Text	coolidgeoliverspapers-000851684	000851684	seca-04e33911-6742-4bc6-8937-4d229f94db59	https://library.duke.edu/rubenstein/findingaids/coolidgeoliverspapers-000851684/	19490612	RL.30597	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Recollections of a Twigg County planter :	Coombs, James Rowe, 1820-	1867-1868	1867/1868	eng	1 item	Account of Coomb's childhood in North Carolina and removal to Georgia in 1825, of his schooling and an early schoolmaster, George P. Cooper. Also describes frontier Methodist camp meetings, agriculture and the production of cotton, slavery, early settlers in Twigg County, frontier merchants, and local politics, all generally prior to 1840.		Agriculture -- Georgia| Education -- Georgia| Teachers -- Georgia| Cotton growing -- Georgia| Migration, Internal -- United States| Methodists -- Georgia| Camp meetings -- Georgia| Frontier and pioneer life -- Georgia| Cooper, George P.| Georgia -- Politics and government -- 1775-1865| Twiggs County (Ga.) -- History	Georgia| Twiggs County (Ga.)		Text	coombsjamesrowe-000848225	000848225	seca-09024141-f3a5-452d-8d38-01bee5a96f58	https://library.duke.edu/rubenstein/findingaids/coombsjamesrowe-000848225/	19348228	RL.30601	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
Co-operative Commonwealth Federation papers	Co-operative Commonwealth Federation. Nova Scotia section,	1933-1977	1933/1977	eng	23 items	Primarily Xerox copies of letters, platforms, reports, and campaign material relating to the CCF.	Gift, 1977	Socialism -- Canada| Socialism -- Nova Scotia| Political campaigns -- Canada| Co-operative Commonwealth Federation. Nova Scotia section| Canada -- Socialism| Canada -- Politics and government| Nova Scotia -- Socialism| Nova Scotia -- Politics and government	Canada| Nova Scotia		Text	cooperativecommonwealthfederationnovascotiasectionpapers-001751741	001751741	seca-65193890-9846-4314-aacd-5e22b014b304	https://library.duke.edu/rubenstein/findingaids/cooperativecommonwealthfederationnovascotiasectionpapers-001751741/	32452436	RL.30607	[local_id]	image	http://rightsstatements.org/page/InC/1.0/?language=en	[rights_note]
Harry Lee Cooper papers	Cooper, Harry Lee	1931-1934	1931/1934	eng	26 items	Chiefly correspondence by family members to Cooper, who was a student at Duke University, Durham, N.C. during the Depression. Topics include health, family matters, and life in Nashville, N.C. Three other items include a program for the annual banquet of the Commercial Club of Durham High School, April 29, 1931; the 1931 official football schedule for N.C., S.C., Va., and the Southern Conference; and a final examination in Economics, May 25, 1932.	Purchase, 1980	Examinations -- 20th century| Universities and colleges -- North Carolina| Students -- Correspondence| Depressions -- 1929 -- North Carolina| Duke University| National Collegiate Athletic Association| Nashville (N.C.)| North Carolina -- Social life and customs	Nashville (N.C.)| North Carolina		Text	cooperharryleepapers-001751769	001751769	seca-b03492b2-7d94-4ccf-a0fb-adce13a82363	https://library.duke.edu/rubenstein/findingaids/cooperharryleepapers-001751769/	32452435	RL.30606	[local_id]	image	http://rightsstatements.org/page/InC/1.0/?language=en	[rights_note]
James Cooper papers	Cooper, James, 1810-1863	1854	1854/1854	eng	2 items	Letter on national politics and the question of slavery in the territories written by Cooper while he was senator, and a letter giving his opinion on a fugitive slave bill.		Fugitive slave law of 1850| Slavery -- United States -- Expansion to the territories| United States. Congress -- Biography			Text	cooperjamespapers-000890372	000890372	seca-af4d6df6-67fc-499d-84c8-5f40624526bb	https://library.duke.edu/rubenstein/findingaids/cooperjamespapers-000890372/	20649164	RL.30590	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Cooper-Purefoy family papers	Cooper-Purefoy family	1872-1941	1872/1941	eng	7 items	Letter from G.W. Purefoy of Asheville, N.C. to Mary Constant regarding his eagerness and plans for a visit from her; photocopy of a newspaper clipping regarding G.W. Purefoy's 90th birthday; telegram from Robert R. Reynolds to Mary Cooper Schoepf regarding a speech on immigration legislation; a Master Mason's Certificate (1872) for S.C. Cooper; and 2 photographs of a vacation to Chimney Rock (ca. 1895).	Gift 1980	Constant, Mary| Cooper, S. C.| Purefoy, George W., 1809-1880| Purefoy, George W., 1809-1880| Reynolds, Robert R.| Schoeph, Mary Cooper| Cooper family| Purifoy family| Chimney Rock Park (Firm)| Freemasons -- North Carolina -- 19th century| Asheville (N.C.)| Weaverville (N.C.)	Asheville (N.C.)| Weaverville (N.C.)		Text	cooperpurefoyfamilypapers-001534673	001534673	seca-b39d55a9-2c9b-4107-95ae-572a169ce432	https://library.duke.edu/rubenstein/findingaids/cooperpurefoyfamilypapers-001534673/	30838934	RL.30602	[local_id]	image	http://rightsstatements.org/vocab/UND/1.0/	[rights_note]
Samuel and William Cooper papers	Cooper, William	1802-1814	1802/1814	eng	11 items	Collection is made up mainly of the receipts of William and Samuel Cooper.		Business records -- North Carolina -- History -- 19th century| Cooper, Samuel, creator.| Rowan County (N.C.) -- History	Rowan County (N.C.)		Text	cooperwilliampapers-002357403	002357403	seca-03bbe091-7b63-494d-bd92-3dc6d4880801	https://library.duke.edu/rubenstein/findingaids/cooperwilliampapers-002357403/	37883820	RL.30579	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
Henry Copenhaver papers	Copenhaver, Henry	1839-1865	1839/1865	eng	15 items	Papers of a farmer, for the most part from the period of the Civil War, pertaining to Confederate taxes on and requisitions for Copenhaver's crops and livestock. Letters also refer to camp life.		Agriculture -- Virginia -- Smyth County| Taxation -- Confederate States of America| Confederate States of America. Army -- Supplies and stores| Confederate States of America -- Economic conditions| Marion (Va.)| United States -- History -- Civil War, 1861-1865 -- Confiscations and contributions| Virginia -- History -- Civil War, 1861-1865	Confederate States of America| Marion (Va.)| United States| Virginia		Text	copenhaverhenrypapers-000890380	000890380	seca-805baede-e1fd-4718-8150-99f4b1b3c911	https://library.duke.edu/rubenstein/findingaids/copenhaverhenrypapers-000890380/	20649184	RL.30584	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Daniel Denison Copp papers	Copp, Daniel Denison	1839-1856	1839/1856	eng	4 items	Collection contains family correspondence of Copp's, including a letter from Belton A. Copp concerning the division of his mother's estate, apparently in Groton, Conn.; and a letter from George A. Copp in Lowndes Co., Miss. Also included is a commonplace book containing essays, stories, and poetry by Mary E. Copp and diary entries from August 1854, to May 1856.		Decedents' estates -- Connecticut| Diaries -- 19th century| Copp, Belton A.| Copp, George A.| Copp, Mary E.| Copp family| Savannah (Ga.) -- Social life and customs	Savannah (Ga.)	Commonplace book	Text	coppdanieldenisonpapers-002357387	002357387	seca-82a094c4-936c-4767-84b0-332ee9adeadd	https://library.duke.edu/rubenstein/findingaids/coppdanieldenisonpapers-002357387/	37883827	RL.30585	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
W.W. Corcoran papers	Corcoran, W. W. (William Wilson), 1798-1888	1838-1887	1837/1887	eng	59 items	Primarily personal letters from Corcoran to Nannie Whitmell Tunstall, of Lynchburg, Va., containing social news.		Tunstall, Nannie Whitmell, 1853-1892| Lynchburg (Va.) -- Social life and customs| Washington (D.C.) -- Social life and customs	Lynchburg (Va.)| Washington (D.C.)		Text	corcoranwwpapers-000849826	000849826	seca-d0304d8f-1d6e-4021-ab0f-aecd3dd91e79	https://library.duke.edu/rubenstein/findingaids/corcoranwwpapers-000849826/	19405728	RL.30582	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Cornelius and Co. papers	Cornelius and Co.	1848	1848/1848	eng	4 items	Collection contains papers concerning styles, order, and sales of chandeliers and candelabra.		Candelabra| Chandeliers| Business records -- Maryland -- History -- 19th century| Baltimore (Md.)| United States -- Commerce	Baltimore (Md.)| United States		Text	corneliusandcopapers-002357389	002357389	seca-f0ef0deb-6e24-4cfb-be3c-fd675af009b6	https://library.duke.edu/rubenstein/findingaids/corneliusandcopapers-002357389/	37883838	RL.30588	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
Southern women's colleges commencement addresses		approximately 1857-1879	1857/1879	eng	2 items	The collection contains two commencement addresses delivered at southern women's colleges on two different dates. Based on references made in the texts, the first (27-page) address was probably written between 1856 and 1860, the second (15 pages) between 1865 and 1879. It is possible that the works were composed by the same author and delivered at the same institution. Both speeches point out that the graduates' formal education was intended to train their minds to be more "masculine." However, the writer notes that as women, especially as Southern women, the graduates must assert their future mental endeavors in support of their work within the private sphere of the home (as caregivers and as the guardians of moral order), rather than use their accomplishments as the basis for public work--since the public sphere is rightfully dominated by men. The writer affirms these sex-roles differences as natural, divinely inspired, and culturally supported, although he outlines the work that nineteenth-century feminists are doing to challenge this acceptance. The writer discusses the following topics in support of his argument: Madame de Stael̈; Florence Nightingale; Joan of Arc; Lady Jane Grey; the 1855 epidemic of yellow fever in Norfolk, Virginia; and scientific advances in astronomy and geology.		Sex discrimination -- 19th century| Sexism -- History| Education, Higher -- United States| Women -- Education -- United States| Women -- Southern States -- History -- 19th century| Women -- Education -- Southern States| Women -- Conduct of life -- Early works to 1900| Women -- Education (Higher) -- United States -- History -- 19th century| Women -- United States -- History -- 19th century| Women's colleges -- United States -- History -- 19th century| Women's rights -- United States -- History -- 19th century| Sex differences in education -- United States -- History -- 19th century| Sex role -- Southern States -- History -- 19th century| Sex role -- United States -- History -- 19th century| Yellow fever -- Virginia -- Norfolk| Baccalaureate addresses| Grey, Jane, Lady, 1537-1554| Nightingale, Florence, 1820-1910| Staël, (Anne-Louise-Germaine), Madame de 1766-1817			Text	southernwomenscollegescommencementaddresses-002982726	002982726	seca-a3b09c52-f4b7-4409-abd0-890b1b487e4b	https://library.duke.edu/rubenstein/findingaids/southernwomenscollegescommencementaddresses-002982726/	46888503	RL.30594	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
