title	creator	date_expression	date	language	extent	description	provenance	subject	spatial	format	type	collection_slug	aleph_id	oclc_num	local_id	display_format	rights	rights_note
Gray family papers	Gray family	1858-1865	1858/1865	eng	4 items	Included are a letter from Gen. William J. Hardee to Gen. Sherman asking the protection of Mrs. Gray, a Northerner, during the Union occupation; a reply by Sherman; and an order that the Gray family not be molested.		Gray, Hiram, Mrs.| Hardee, William Joseph, 1815-1873| Hardee, William Joseph, 1815-1873| Sherman, William T. (William Tecumseh), 1820-1891| Sherman, William T. (William Tecumseh), 1820-1891| Gray family| Chesterfield County (S.C.) -- History| South Carolina -- History -- Civil War, 1861-1865| United States -- History -- Civil War, 1861-1865	Chesterfield County (S.C.)| South Carolina| United States		Text	grayfamilypapers-002683932	002683932	43738555	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
George H. Gray letter	Gray, George H.	1861 Jan. 2.	1861/1861	eng	1 item	Letter (1861 Jan. 2) from George H. Gray to Rev. Samuel Abbot Smith during the Secession Crisis, for which he blames the Massachusetts clergy and the failure of the state to follow the advice of Daniel Webster. Gray also mentioned the Fugitive Slave Law, the necessity of extending slavery into the territories to prevent war, and his difficulty with Dr. Convers Francis.	Purchase 1980	Secession -- Public opinion| Slavery -- United States -- Public opinion| Slavery -- United States -- Extension to the territories| Francis, Convers, 1795-1863| Smith, Samuel Abbot, 1829-1865| Webster, Daniel, 1782-1852| United States			Text	graygeorgeh-001105579	001105579	28308705	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
James S. Gray papers	Gray, James S.	1854-1886	1854/1886	eng	28 items	Collection consists largely of family and political papers of James S. Gray, a Virginian living in Washington, D.C. Political letters, mostly from Richmond, Va., contain a few by J. Ambler Smith commenting on Tilden and Hayes in the 1870s. A letter from 1881 comments on purchase rates of Confederate bonds by brokers.		Gray, James S.| Hayes, Rutherford B., 1822-1893| Smith, J. Ambler| Tilden, Samuel J. (Samuel Jones), 1814-1886| United States -- Politics and government -- 1865-1900	United States		Text	grayjamesspapers-003871508	003871508	1099525852	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
John Breckinridge Grayson papers	Grayson, John Breckinridge, 1806-1861	1847-1853	1847/1853	eng	9 items	Collection consists largely of checks and receipts for money paid out for supplies during the Mexican War. A letter, 1853, concerns the purchase of a farm in Virginia.		Mexican War, 1846-1848| Grayson, John Breckinridge, 1806-1861			Text	graysonjohnbreckinridgepapers-003871529	003871529	1099526198	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
William J. Grayson papers	Grayson, William J. (William John), 1788-1863	1832-1834	1832/1834	eng	2 items	Collection includes a letter from Grayson while in Congress, to his son William John, Jr. in school in Charleston, which is completely personal and gives fatherly advice to the young student about his social life. Also includes a "Commission in Equity for the District of Beaufort," granted to Grayson in 1832 by the governor of S.C., James Hamilton, Jr.		Fathers and sons -- United States -- History -- 19th century| Grayson, William J. (William John), 1788-1863| Beaufort (S.C.) -- History -- 19th century	Beaufort (S.C.)		Text	graysonwilliamjpapers-003871530	003871530	1099526890	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
A. W. Greely papers	Greely, A. W. (Adolphus Washington), 1844-1935	1863-1909	1863/1909	eng	43 items	Collection consists mainly of letters sent from Greely to his brother, John Augustus Greely, and to his likely brother-in-law, John W. Winder. The letters date from three periods: 1863-1866, 1888-1890, and 1903-1909. The earliest letters pertain to Greely's obtaining a position in a regiment of the 81st U.S. Colored Infantry, which participated in the Seige of Port Hudson, Louisiana and was transferred to New Orleans following the Civil War. Greely describes the political events leading up to the New Orleans Massacre (New Orleans Race Riot) of 1866, his unit's role in the conflict, and the impact that the conflict had on his career trajectory. Letters from later periods are more routine, mostly discussing visits to Newburyport as well as financial and legal matters. There are a few letters related to his duties in San Francisco in 1906.		Greely, A. W. (Adolphus Washington), 1844-1935| United States. Army. Colored Infantry Regiment, 81st (1864-1866)| New Orleans (La.) -- History -- 19th century| New Orleans (La.) -- Riot, 1866	New Orleans (La.)		Text	greelyawpapers-003871728	003871728	1099535607	[local_id]	image		[rights_note]
C. H. Green papers	Green, C. H.	1860-1861	1860/1861	eng	3 items	Collection consists of letters to C.H. Green from relatives who went to Hannibal, Missouri before the Civil War. The first letter describes a fire in Hannibal. Other letters express grave concern over the outbreak of war.		Hannibal (Mo.) -- History -- 19th century| United States -- History -- Civil War, 1861-1865	Hannibal (Mo.)| United States		Text	greenchpapers-003871532	003871532	1099536697	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
David Greene letters	Greene, David	1861-1862	1861/1862	eng	3 items	Collection consists of three personal letters of David Greene. Two letters from Greene discuss health conditions in the Confederate Army and casualties on both sides in the Battle of Dranesville, Virginia (1861). A third letter is from Green's sister Ginnie and concerns matters back at home.		Confederate States of America -- Health| Dranesville (Va.) -- History -- Civil War, 1861-1865| United States -- History -- Civil War, 1861-1865	Confederate States of America| Dranesville (Va.)| United States		Text	greenedavidletters-003871735	003871735	1099570263	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
James Green papers	Green, James	1778-1824	1778/1824	eng	7 items	Scattered papers of New Bern, N.C. merchant James Green.		Merchants -- North Carolina -- 18th century| New Bern (N.C.) -- History -- 18th century	New Bern (N.C.)		Text	greenjamespapers-003871543	003871543	1099537061	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
Papers	Green, J. H.	1864	1864/1864	eng	4 items						Text	greenjh-003871534	003871534		[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Moses Green papers	Green, Moses	1814-1815	1814/1815	eng	5 items	Morning reports and forage and provision returns of Captain A. Stevenson's company of artillery of 2nd Elite Corps of the Virginia militia commanded by Col. Moses Green, in the service of the U.S. Army; and regimental orders issued by Green. Reports and returns were issued from Camp Holly near New Market, Virginia and Camp Charles City Court House, Virginia.		Virginia. Militia| United States -- History -- War of 1812 -- Equipment and supplies| Virginia -- History -- War of 1812	United States| Virginia		Text	greenmosespapers-000894246	000894246	20748504	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
Horatio Greenough letter	Greenough, Horatio, 1805-1852	1839	1839/1839	eng	1 item	Collection consists of a contemporary copy of a letter from Greenough to George W. Green mentioning fellow sculptors Shobal Vail Clevenger and Thomas Crawford.		Sculptors -- United States -- 19th century| Clevenger, Shobal Vail, 1843-1920| Crawford, Thomas, 1813 or 1814-1857| Greenough, Horatio, 1805-1852			Text	greenoughhoratio-003871738	003871738	1099570391	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
Richard L. Green papers	Green, Richard L.	1802-1803	1802/1803	eng	32 items	Collection consists of lists of wages paid to white and African-American laborers. Items noted include drayage, wheelbarrows, and sawyers.		Wages -- 19th century			Text	greenrichardlpapers-003871546	003871546	1099537583	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
W. B. Green letters	Green, W. B.	1852-1853	1852/1853	eng	2 items	Collection consists of two letters referring to legal matters and particularly whether Green would have to go to Tennessee for making a deposition. The letters are addressed to the law firm of Smith and Herndon in Eutaw, Alabama.					Text	greenwbletters-003871733	003871733	1099537672	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
William Mercer Green papers	Green, William Mercer, 1798-1887	1864-1885	1864/1885	eng	5 items	Personal correspondence of Bishop Green, the first Protestant Episcopal Bishop of Mississippi and a founder of the University of the South in Sewanee. Included is a February 23, 1883 letter from Jefferson Davis to Green.		Davis, Jefferson, 1808-1889| Episcopal Church -- Bishops| Episcopal Church -- Mississippi| University of the South			Text	greenwilliammercerpapers-000857314	000857314	19657423	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Alfred Burton Greenwod letter	Greenwood, Alfred Burton, 1811-1889	1861	1861/1861	eng	9999 fake_extent_units	Collection consists of a letter from Greenwood, a Unionist, to John T. Cochran expressing concern over secession and the mortgage and insurance on property he owns in Washington, D.C. He asks Cochran to handle some matters related to the property and notes that he has advised the Indians on the border of Arkansas to remain neutral, at least for the present.		Secession -- Southern States| Indians of North America -- Arkansas -- History -- Civil War, 1861-1865| Greenwood, Alfred Burton, 1811-1889			Text	greenwoodalfredburton-003871754	003871754	1099570355	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
W. T. Green letters	Green, W. T.	1861-1862	1861/1862	eng	4 items	Collection consists of letters from W. T. Green to his aunt and uncle, mostly regarding his cousin, Henry, who he served with in his regiment and died of typhoid fever on March 7, 1862.		Typhoid fever| Confederate States of America| United States -- History -- Civil War, 1861-1865	Confederate States of America| United States		Text	greenwtletters-003871734	003871734	1099566259	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
William Robert Greer papers	Greer, William Robert	circa 1922	1922/1922	eng	1 item	Typescript memoir (32 pp.) of Greer's Civil War experiences, entitled "Recollections of a Private Soldier of the Army of the Confederate States." The memoir's best descriptions involving actual combat include observations at Cold Harbor, and an anecdote concerning Greer's capture of a Union cavalry officer during the siege of Petersburg. His writing also conveys a fair sense of what life in Charleston was like during and immediately before the war. Greer also discusses the hardships endured by the men taken at Ft. Fisher and confined at Elmira, N.Y., particularly those which pertain to medical and sanitary affairs. Greer notes that pneumonia, typhoid, and smallpox spread rapidly though the prison despite honest efforts of federal authorities to contain disease. The memoir was probably written after 1921. Researchers may also wish to consult the pamphlet ROLLS OF THE WASHINGTON LIGHT INFANTRY, which lists the peronnel of all three active service companies of that organization.		Cold Harbor, Battle of, Va., 1864| Greer, William Robert| Confederate States of America. Army. South Carolina Infantry Regiment, 25th.| Confederate States of America. Army. Hampton Legion. Company A.| Charleston (S.C.) -- History -- Civil War, 1861-1865| Elmira (N.Y.) -- Military prison| Fort Fisher (N.C. : Fort) -- Siege, 1864-1865| Petersburg (Va.) -- History -- Civil War, 1861-1865| Petersburg (Va.) -- History -- Siege, 1864-1865| United States -- History -- Civil War, 1861-1865| United States -- History -- Civil War, 1861-1865 -- Personal narratives, Confederate	Charleston (S.C.)| Elmira (N.Y.)| Fort Fisher (N.C. : Fort)| Petersburg (Va.)| United States		Text	greerwilliamrobertpapers-002613669	002613669	42584199	[local_id]	image		[rights_note]
Maxcy Gregg letter	Gregg, Maxcy, 1814-1862	1861 January 25	1861/1861	eng	1 item	Collection contains a letter from Captain J. M. Gladberry of the 1st Regiment of South Carolina to Gregg requesting more arms and ammunition for his company.		Confederate States of America. Army. South Carolina Infantry Regiment, 1st.| United States -- History -- Civil War, 1861-1865	United States		Text	greggmaxcy-003871755	003871755	1099572230	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
William Gregg, Jr. letter	Gregg, William, 1800-1867	1863	1863/1863	eng	1 item	Letter from James B. Campbell to Gregg concerning legal affairs.		Gregg, William, 1800-1867| Graniteville Company -- History| Aiken (S.C.) -- History -- 19th century	Aiken (S.C.)		Text	greggwilliam-003871765	003871765	1099573531	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
William L. Gregg letters	Gregg, William L.	1861-1862	1861/1862	eng	2 items	Two letters between Confederate soldiers commenting on camp life and noting the strong religious feelings which characterized one type of soldier. The letters are written from South Island, S.C. and Camp Huger, Virginia.					Text	greggwilliamlletters-003871769	003871769	1099572476	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Richard Gregory papers	Gregory, Richard	1828-1844	1828/1844	eng	4 items	Papers concern the administration of the estate of Elizabeth Gregory.		Administration of estates -- United States -- History -- 19th century			Text	gregoryrichardpapers-003871774	003871774	1099573733	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
John Greig correspondence	Greig, John, 1779-1858	1846-1847	1846/1847	eng	6 items	Principally the letters of Robert Wilson, a Liverpool merchant, discussing the grain trade, the Anglo-American dispute over Oregon, the Mexican War, and politics in England, mentioning Lord John Russell, Sir Robert Peel, and the repeal of the Corn Laws.		Corn laws (Great Britain)| Grain trade -- Great Britain| Merchants, British -- Political and social views| Oregon question| Mexican War, 1846-1848 -- Foreign public opinion, British| Wilson, Robert| Great Britain -- Politics and government -- 1837-1901	Great Britain		Text	greigjohn-000894258	000894258	20748540	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
