title	creator	date_expression	date	language	extent	description	provenance	subject	spatial	format	type	ead_id	aleph_id	aspace_id	finding_aid_url	oclc_num	identifier	local_id	display_format	rights	rights_note
William Ellery Channing papers	"Channing, William Ellery, 1780-1842"	1835-1846	1835/1846	eng	4 items	"Collection contains a letter requesting money to dispense for a charitable purpose in Boston. The remaining material is Channing's sermon notes. One of the sermons, titled ""The Aims of Life,"" criticizes wealthy slaveholders who occupy the best pews in church, whereas their slaves are much more in need of the Gospel."		Antislavery movements -- Sermons -- 19th century| Unitarians -- Massachusetts -- Boston -- 19th century| Boston (Mass.) -- Clergy -- 19th century	Boston (Mass.)		Text	channingwilliamellerypapers-002256005	2256005	seca-98faf9c9-0310-4b5e-8d5c-608c4ecf0463	http://library.duke.edu/rubenstein/findingaids/channingwilliamellerypapers-002256005/	36668714	RL.30477	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
Augusta Chapin papers	"Chapin, Augusta"	1862	1862/1862	eng	2 items	"Diary (114 p.) of a single woman and a printed leaflet. The volume includes generally brief entries for the entire year concerning Chapin's daily activities as a schoolteacher, including comments about salary, travel, church, and domestic activities, and her frequent fatigue and illness. Scattered comments mention Civil War battles and officers, including Gen. H.W. Halleck. The leaflet, entitled ""Grand Chapin Gathering at Springfield, Mass., September 17, 1862,"" contains a short family history and a list of the Committee of Arrangements, including E.H. Chapin."	Purchase 1980	"Women -- Diaries| Single women -- Illinois| Women teachers -- Illinois| Chapin, E. H. (Edwin Hubbell), 1814-1880| Halleck, H. W. (Henry Wager), 1815-1872| Chapin family| United States -- History -- Civil War, 1861-1865"	United States		Text	chapinaugustapapers-001018439	1018439	seca-d09a1715-fea6-4ad0-9376-f6b294f0d7cc	http://library.duke.edu/rubenstein/findingaids/chapinaugustapapers-001018439/	24349299	RL.30494	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Edwin Hubbell Chapin papers	"Chapin, E. H. (Edwin Hubbell), 1814-1880"	1845-1854	1845/1854	eng	2 items	"Collection contains Chapin's correspondence concerning acceptance of a pastorate of a church in New York City, and a promise to give a lecture."		Clergy -- Correspondence| Unitarian Universalist churches -- United States -- Clergy| Universalist Church of America -- Clergy			Text	chapinehpapers-002394243	2394243	seca-f443d0a3-f00a-4c14-87b8-7f05f6a8c1b5	http://library.duke.edu/rubenstein/findingaids/chapinehpapers-002394243/	38293531	RL.30481	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Elizabeth A. Chapman letter	"Chapman, Elizabeth A."	1848	1848/1848	eng	1 item	"Collection contains a letter from a sister describing an epidemic in Natchez, Miss."		Epidemics -- Mississippi| Natchez (Miss.) -- History -- 19th century	Natchez (Miss.)		Text	chapmanelizabetha-002372611	2372611	seca-d940aad3-2691-4120-b70a-7963dcb56409	http://library.duke.edu/rubenstein/findingaids/chapmanelizabetha-002372611/	38065780	RL.30482	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
Samuel Chapman papers	"Chapman, Samuel, active 1800-1822"	1800-1822	1800/1822	eng	3 items	"Ledger B (352 p.) records accounts of 1800-1817, mostly 1800-1815, itemizing Chapman's extensive personal and business transactions. They involve agriculture, property, buildings, labor, hiring, and sale of enslaved people, goods and services, bills of exchange, artisans, the militia, horse breeding, estate settlements, legal business, plantations, tobacco, tobacco warehouses, a midwife, free blacks, family genealogy, business at various towns in the county and elsewhere, and women as planters, property owners, and renters. Two financial documents, dating 1815 and 1822, include an additional list of slaves."	Source unknown	Slave trade -- Maryland -- 19th century| Women plantation owners -- Maryland -- 19th century| Slaveholders -- 19th century| Plantations -- Maryland| Tobacco farmers -- Maryland| Slaves -- Maryland -- 19th century| Agricultural laborers -- Maryland| Decedents' estates -- Maryland| Acceptances -- Maryland| Lawyers -- Maryland| Horse breeders -- Maryland| Nurses -- Maryland| Women in agriculture -- Maryland| Charles County (Md.) -- Commerce	Charles County (Md.)		Text	chapmansamuelpapers-000828676	828676	seca-713568d7-6b61-4239-a98e-68588309b364	http://library.duke.edu/rubenstein/findingaids/chapmansamuelpapers-000828676/	18664149	RL.30470	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
Thomas Chapman papers	"Chapman, Thomas"	1819-1851	1819/1851	eng	5 items	"Collection contains one personal letter by Chapman and legal papers, including two indentures: one between Ajax Campbell and William Griffin of Craven Co., N.C., and one between Edward and Richard Chapman of Craven and John and Sarah Gallaway of Pitt Co., N.C."		Deeds -- North Carolina| Trust indentures -- North Carolina| Craven County (N.C.) -- History	Craven County (N.C.)		Text	chapmanthomaspapers-002408831	2408831	seca-1a7693ba-a7dd-484b-b0f8-83ff68db1776	http://library.duke.edu/rubenstein/findingaids/chapmanthomaspapers-002408831/	38518947	RL.30474	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Thomas Chapman papers	"Chapman, Thomas"	1852-1870	1852/1870	eng	52 items	"Collection contains personal letters concerned with clerking in Midway, travelling in the early 1850s, teaching in Tenn., and life under Reconstruction."		"Clerks -- Alabama| Travel -- History -- 19th century| Teaching -- Tennessee| Reconstruction (U.S. history, 1865-1877)| Midway (Ala.) -- History"	Midway (Ala.)		Text	chapmanthomaspapers-002408832	2408832	seca-1c50b5d9-47d9-4c93-9e82-57bcdcb8889a	http://library.duke.edu/rubenstein/findingaids/chapmanthomaspapers-002408832/	38518954	RL.30484	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Leroy Chappell papers	"Chappell, Leroy"	1853-1867	1853/1867	eng	15 items	Collection contains personal and professional correspondence of a physician.		Physicians -- North Carolina -- Correspondence| Medicine -- Practice -- North Carolina| Kinston (N.C.) -- History	Kinston (N.C.)		Text	chappellleroypapers-002408833	2408833	seca-54f38999-a397-4fb2-acf7-e920aae35164	http://library.duke.edu/rubenstein/findingaids/chappellleroypapers-002408833/	38518956	RL.30485	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Helen S. Cline Chase papers	"Chase, Helen S. Cline"	1864-1869	1864/1869	eng	17 items	"Mostly letters but also clippings and legal and financial items concerning personal and family matters and the career of Helen's brother, Laurens S. Cline, a sharpshooter in Co. D, 4th Louisiana Infantry. References include: Civil War in Louisiana, Georgia, Mississippi, and Alabama in 1864; Confederate orders to destroy cotton in Louisiana and the bombardment of St. Francisville; Quarles' Brigade; Battle of Missionary Ridge; Battle of Morton, Miss.; Camp Cummings, Mobile, and Fort Morgan, Ala.; Farragut's bombardment of Mobile's defenses; theater and social life in Mobile; Ocean Springs, Miss.; defenses of Atlanta near Marietta; and a woman's view of life in San Antonio, Tex. in 1865."	Gift 1989	"Missionary Ridge, Battle of, Tenn., 1863| Atlanta Campaign, 1864| Theater -- Alabama| Women -- Louisiana| Confederate States of America. Army. Louisiana Infantry Regiment, 4th.| Alabama -- History -- Civil War, 1861-1865| Baton Rouge (La.) -- History| Georgia -- History -- Civil War, 1861-1865| Louisiana -- History -- Civil War, 1861-1865| Mississippi -- History -- Civil War, 1861-1865| Mobile (Ala.) -- History -- Civil War, 1861-1865| Ocean Springs (Miss.) -- Description and travel| San Antonio (Tex.) -- Social life and customs"	Alabama| Baton Rouge (La.)| Georgia| Louisiana| Mississippi| Mobile (Ala.)| Ocean Springs (Miss.)| San Antonio (Tex.)		Text	chasehelensclinepapers-000964164	964164	seca-aaf10df1-214b-43e9-85b8-370b7d19300f	http://library.duke.edu/rubenstein/findingaids/chasehelensclinepapers-000964164/	22540381	RL.30497	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Samuel Chase papers	"Chase, Samuel, 1741-1811"	1787-1816	1787/1816	eng	16 items	"Collection contains letters, bills, and legal papers relating mainly to Samuel Chase Sr. and Jr. The elder Chase's documents include a legal opinion (Mar. 1787) and four bonds (1792-1806). Also included is a 1789 statement regarding the insolvency of a partnership between Thomas and John Dorsey, Luke Wheeler, and Samuel Chase. Chase had mortgaged his bed and books to help meet the partnership indebtedness of 42,000 pounds. Three other items deal with estate settlements of Chase and Phillip Barton Key. There is also legal document from Sept. 1790 pertaining to Charles Carroll of Carrollton. Finally, there is a letter by William Murdoch of London to Samuel Chase on the value of some British bank stock claimed by the state of Maryland; its value had been affected by the war between England and France."		"Banks and banking -- Maryland -- 18th century| Judges -- United States| Business records -- Maryland -- 18th century| Partnership -- Maryland -- 18th century| Carroll, Charles| Chase, Samuel, Jr., 1775-1841, correspondent.| United States. Supreme Court -- History| United States. Supreme Court -- Officials and employees"		Legal documents	Text	chasesamuelpapers-002683919	2683919	seca-e2c646ed-c99a-49c0-817b-27f4e2bac953	http://library.duke.edu/rubenstein/findingaids/chasesamuelpapers-002683919/	43738538	RL.30469	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
Seth Chase papers	"Chase, Seth"	1840	1840/1840	eng	2 items	Letters from family members in the west.		"Chase, Seth| West (U.S.)"	West (U.S.)		Text	chasesethpapers-002565066	2565066	seca-e46aae47-10e8-4337-b353-a79172228497	http://library.duke.edu/rubenstein/findingaids/chasesethpapers-002565066/	41127581	RL.30479	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
Lunsford Cherry papers	"Cherry, Lunsford R."	1836-1865	1836/1865	eng	25 items	"Cherry family correspondence (dating between 1839 and 1845) between Joseph J. George (in Texas) to his sister and brother-in-law Mary and Lunsford R. Cherry in North Carolina. George writes about living in the Texas territory and discusses a variety of topics including: N.C. slave prices; relations between Texas, Mexico, and Great Britain; the Methodist Church; Texas economic conditions; the reaction of Texans to annexation by the U.S.; and his opinions of Andrew Jackson. The collection also contains letters from James and George W. Cherry to their family. George W. Cherry, Lunsford Cherry's son, enlisted in the Confederate Army in 1861 and served with the 15th Regiment, North Carolina State Troops. His letters discuss conditions in North Carolina and Virginia and the battles of Fredericksburg, Gettysburg, and Fort Sumter. James Cherry's letters indicate his unwillingness to fight in the Civil War and his efforts to get his father to use his influence in Raleigh to get a discharge for him. A post-war letter from the Freedmen's Bureau to Lunsford Cherry, then serving as justice of the peace for Edgecombe County, N.C. to issue a warrant for the arrest and trial of a freedman accused of assault."		"Slave trade -- North Carolina -- 19th century| Fredericksburg, Battle of, Fredericksburg, Va., 1862| Gettysburg, Battle of, Gettysburg, Pa., 1863| Soldiers -- Confederate States of America -- Correspondence| Cherry, George W., correspondent.| George, Joseph J., correspondent.| Cherry family correspondents.| Confederate States of America. Army -- Military life| Confederate States of America. Army. North Carolina Infantry Regiment, 15th.| United States. Bureau of Refugees, Freedmen, and Abandoned Lands| Edgecombe County (N.C.) -- History| Fort Sumter (Charleston, S.C.) -- History -- Civil War, 1861-1865| North Carolina -- History -- Civil War, 1861-1865| North Carolina -- Social life and customs| Texas -- Annexation to the United States| Texas -- Social life and customs| United States -- History -- Civil War, 1861-1865 -- Campaigns| Virginia -- History -- Civil War, 1861-1865"	"Edgecombe County (N.C.)| Fort Sumter (Charleston, S.C.)| North Carolina| Texas| United States| Virginia"		Text	cherrylunsfordrpapers-000890440	890440	seca-1d4399dc-c23a-4126-afaf-0c94baca901f	http://library.duke.edu/rubenstein/findingaids/cherrylunsfordrpapers-000890440/	20649352	RL.30478	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Alexander Chestnut papers	"Chestnut, Alexander"	1861-1864	1861/1864	eng	12 items	"Family correspondence of Alexander Chestnut, a planter, largely concerned with crops and the war."		"Chestnut, Alexander| DeKalb County (Ga.) -- History -- 19th century| United States -- History -- Civil War, 1861-1865"	DeKalb County (Ga.)| United States		Text	chestnutalexanderpapers-002565071	2565071	seca-aa35126e-8b4d-4d86-a0d6-6502ce3bfb30	http://library.duke.edu/rubenstein/findingaids/chestnutalexanderpapers-002565071/	41127591	RL.30489	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
James Cheston papers	"Cheston, James, 1747-1798"	1771-1784	1771/1784	eng	1.0 linear feet	"Collection comprises a letter book, account book, license, legal document, and letter related to Cheston's work. The letter book (23 April 1771-29 April 1773) recorded Cheston's regular letters to the Stevenson, Randolph & Cheston firm in England, which averaged three to five days apart. The main topics were shipments to and from Baltimore, Md., as well as current prices for incoming and outgoing cargo, including convict servants and products arriving from England; slaves from the West Indies and Africa; and tobacco, corn, wheat requisitioned locally to be sold in England. Upon their arrival, Cheston noted the state of each ship and its passengers. He commented in several letters that recent changes in shipbuilding decreased ventilation below deck; he believed this resulted in more rapid spread of illness or disease aboard, as well as more deaths, and urged a return to former building practices. Several letters go on to document ships that were quarantined as a result of disease and deaths aboard. He also made regular notes of debits and credits to various accounts for the firm, and defended his purchases and business decisions to his partners. The account book (29 March 1784-27 May 1784) documented Cheston's warehouse accounts, including those with the Galloway & Cheston firm he set up with his father-in-law, Samuel Galloway. Entries tracked a wide range of items sold, including rum, corn, butter, and sugar. The license (27 June 1772) was probably drafted on the order of Maryland's governor, and permitted Captain Simon Breffitt (of the ship Elizabeth) to unload cargo and passengers that had been quarantined because typhus aboard had killed 18 servants and the boatswain. In his letter book, Cheston followed the situation, and noted his lobbying for the license. The legal document (14 March 1785) was drafted by George Buck in Devon, Eng., and appointed Cheston his representative in Maryland to handle the debt of Emory Sudder, Joseph Earle, and Thomas Smith. It made clear that the Revolutionary War and interfered with the settlement of the debt. The letter (21 June [1780?]) was written by Cheston to ""Jack"" in reference to local distillery accounts."	"Purchase 2010, 2010-0148, 10 lin ft"	"Business records -- Maryland -- Baltimore| Indentured servants -- United States| Convict labor -- History -- 18th century| Slavery -- United States -- History -- 18th century| Merchants -- Maryland -- Baltimore -- History| Merchants -- Maryland -- Baltimore -- Correspondence| Shipping -- Atlantic Ocean -- History| Ships -- Cargo| Trading companies -- United States| Typhus fever| Epidemics -- History| Distilleries -- Maryland| Cheston, James, 1747-1798| Elizabeth (Ship)| Galloway & Cheston (Firm)| George Washington Flowers Collection of Southern Americana| Stevenson, Randolph & Cheston (Firm)| Baltimore (Md.) -- Commerce -- History| Baltimore (Md.) -- Economic conditions| Great Britain -- Colonies -- Commerce| Maryland -- History -- Colonial period, ca. 1600-1775| Maryland -- History -- Revolution, 1775-1783"	Baltimore (Md.)| Great Britain| Maryland	Letter books| Account books| Licenses| Legal instruments	Text	chestonjamespapers-004289456	4289456	seca-a71d3e6a-f94c-4df5-bcd0-301244dcf6de	http://library.duke.edu/rubenstein/findingaids/chestonjamespapers-004289456/	698765451	RL.30467	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
Langdon Cheves papers	"Cheves, Langdon, 1776-1857"	1807-1860	1807/1860	eng	6 items	"Correspondence of Langdon Cheves concerning immigration from the West Indies in 1807, paper money, bank and legal business, and a request (Dec. 1860) for arms for the Palmetto Hussars by his son, Langdon Cheves II."		"Paper money| Banks and banking -- United States -- 19th century| Cheves, Langdon, 1814-1863| Edgefield (S.C.) -- Militia -- 19th century| West Indies -- Emigration and immigration -- 19th century"	Edgefield (S.C.)| West Indies		Text	cheveslangdonpapers-002565073	2565073	seca-3bad6592-31fc-47d0-a7d1-800940e70a2f	http://library.duke.edu/rubenstein/findingaids/cheveslangdonpapers-002565073/	41127571	RL.30471	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Robert Smith Chew papers	"Chew, Robert Smith"	1812	1812/1812	eng	12 items	"Summonses before the Corporation Court of Fredericksburg, from a variety of legal cases, filled out in the hand of R. S. Chew."		"Courts -- United States -- 19th century| Summons -- 19th century| Municipal courts -- Virginia -- Fredericksburg| Clerks of court -- Virginia -- Fredericksburg| Chew, Robert Smith"			Text	chewrobertsmithpapers-002565074	2565074	seca-67646984-b934-4c86-8f89-644f11e77e51	http://library.duke.edu/rubenstein/findingaids/chewrobertsmithpapers-002565074/	41127573	RL.30472	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
Nannie Childress papers	"Childress, Nannie"	1849-1944	1849/1944	eng	10 items	Personal and family correspondence; bulk of correspondence dates to 1862-1863. Includes letters concerning the California gold rush of 1849.		"Childress, Nannie| California -- Gold discoveries"	California		Text	childressnanniepapers-002565075	2565075	seca-af32c737-07af-42c6-8441-a143e1087303	http://library.duke.edu/rubenstein/findingaids/childressnanniepapers-002565075/	41127585	RL.30483	[local_id]	image	http://rightsstatements.org/page/NKC/1.0/?language=en	[rights_note]
George William Childs papers	"Childs, George William, 1829-1894"	"1861, 1885"	1861/1885	eng	2 items	A letter concerning an application for a job on Childs' Public Ledger and offering Childs a collection of pamphlets on the telegraph in the South; and a letter giving the British attitude toward the Civil War in the United States.		"Childs, George William, 1829-1894"			Text	childsgeorgewilliampapers-002565076	2565076	seca-a1d338e1-0fa6-428c-9df8-30ebcaa4191f	http://library.duke.edu/rubenstein/findingaids/childsgeorgewilliampapers-002565076/	41127621	RL.30490	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Dabney Chiles papers	"Chiles, Dabney"	1812-1837	1812/1837	eng	4 items	"The will of Reuben Goodwin for 1812, and of Dabney Chiles for 1815; and papers in litigation over Chiles's will. The will of Reuben Goodwin (Hanover County) indicates a slaveholder of some wealth."		"Slaveholders -- Virginia -- Will| Chiles, Dabney -- Will.| Goodwin, Reuben -- Will.| Caroline County (Va.) -- History| Hanover County (Va.) -- History"	Caroline County (Va.)| Hanover County (Va.)		Text	chilesdabneypapers-002565077	2565077	seca-dad8af17-3bcb-4fff-923c-37e3d565c4ee	http://library.duke.edu/rubenstein/findingaids/chilesdabneypapers-002565077/	41127572	RL.30473	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
Robert H. Chilton papers	"Chilton, R. H. (Robert Hall), 1816-1879"	1863-1864	1863/1864	eng	4 items	"Military correspondence of Robert H. Chilton (1816-1879), a brigadier general in the Confederate Army."		"Chilton, R. H. (Robert Hall), 1816-1879| United States -- History -- Civil War, 1861-1865"	United States		Text	chiltonrhpapers-002565078	2565078	seca-2d5ec33e-3fae-4949-b1bd-bf8345d9963e	http://library.duke.edu/rubenstein/findingaids/chiltonrhpapers-002565078/	41127592	RL.30496	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Alexander Robert Chisholm journal	"Chisolm, Alexander Robert"	1861	1861/1861	eng	1 volume.	"Typed copy of Chisolm's journal for the period before and during the bombardment of Fort Sumter, Charleston, S.C."		"Charleston (S.C.) -- History -- Civil War, 1861-1865| Fort Sumter (Charleston, S.C.) -- History -- Civil War, 1861-1865| United States -- History -- Civil War, 1861-1865 -- Personal narratives, Confederate"	"Charleston (S.C.)| Fort Sumter (Charleston, S.C.)| United States"		Text	chisolmalexanderrobert-000890354	890354	seca-43d1cbd3-4bc4-4c99-aaba-cb7693772cd9	http://library.duke.edu/rubenstein/findingaids/chisolmalexanderrobert-000890354/	20649117	RL.30491	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
William Walter Christian correspondence	"Christian, William Walter"	1855-1862	1855/1862	eng	168 items	"Letters depicting the social life and customs of rural, middle-class white Virginians during the years immediately preceding the Civil War, and of conditions at the outbreak of hostilities. Subjects discussed include a smallpox epidemic and the resulting quarantine, the John Brown raid at Harpers Ferry and the aftermath, white Southern attitudes toward a slave uprising, conditions in the first Confederate military camp in northern Virginia, early skirmishes and battles, Christian's hospitalization at Lynchburg, Va., recruiting of soldiers, and the hiring of substitutes by conscripts. Among the correspondents are Christian's mother, Mary Ann Christian, and his fiance, Carrie Harmon."	Acquired 1940	"Slave insurrections| Smallpox -- Virginia| Soldiers -- Correspondence| Christian, Mary Ann, correspondent.| Harmon, Carrie, correspondent.| Confederate States of America. Army -- Military life| Confederate States of America. Army -- Recruiting, enlistment, etc| Christianburg (Va.) -- History| Harpers Ferry (W. Va.) -- History -- John Brown's Raid, 1859| Lynchburg (Va.) -- History| United States -- History -- Civil War, 1861-1865 -- Hospitals| Virginia -- History -- Civil War, 1861-1865| Virginia -- Social life and customs -- 1775-1865"	Christianburg (Va.)| Harpers Ferry (W. Va.)| Lynchburg (Va.)| United States| Virginia		Text	christianwilliamwalter-000851124	851124	seca-1a0ab215-d2de-4494-b4e8-b97379fb9935	http://library.duke.edu/rubenstein/findingaids/christianwilliamwalter-000851124/	19465282	RL.30486	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Willie Chunn papers	"Chunn, Willie (William A.),"	1861-1884	1861/1884	eng	75 items	"Civil War letters between Chunn and his wife who was a resident of Manassas (Tattnall County), Georgia."		"Chunn, Willie (William A.)| Confederate States of America. Army -- Officers| Tattnall County (Ga.) -- History -- 19th century| United States -- History -- Civil War, 1861-1865 -- Correspondence"	Tattnall County (Ga.)| United States		Text	chunnwilliepapers-002545969	2545969	seca-b19fb6d1-e196-458e-8a9f-0a7061004f90	http://library.duke.edu/rubenstein/findingaids/chunnwilliepapers-002545969/	40761603	RL.30492	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
