container_1	creator	title	date_expression	date	language	extent	physical_description	description	provenance	subject	spatial	format	ead_id	aspace_id	finding_aid_url	oclc_num	rl_number	dpc_id
folder 1	Beckham, John Crepps Wickliffe, 1869-1940	John Crepps Wickliffe Beckham letter	1904	1904/1904	eng	1 item		Letter from Beckham, governor of Kentucky, to a county chairman of the Democratic party recommending two African-American campaign workers.		Governors -- Kentucky -- Correspondence; African Americans -- Political activity; Democratic Party (Ky.)			beckhamjohncreppswickliffe-002050904	seca-69b9c58b-8bd7-4f1e-a9ac-6ec9657fe7bd	http://library.duke.edu/rubenstein/findingaids/beckhamjohncreppswickliffe-002050904/	34122343	RL.30192	dpc_id
folder 1	Beckwith, Eliza	Eliza Beckwith commonplace book	1860	1860/1860	eng	1 volume		The collection consists of a single commonplace book with the name Eliza Beckwith or perhaps Eliza Beckwith Burton on the front cover. Twenty manuscript pages contain 30 poems and short phrases collected from college acquaintances, some with titles such as "The Enquiry," "Happiness," "Remember Me," "Prudent Simplicity," "The Old and New Year," "Friendship," and "The Rights of Woman." A few of the poems are extracts taken from Tennyson and Wordsworth, but most appear to be original pieces from fellow students including Annie Kemball, Martha Ardley, Louisa Gillingham, Annie Morris, Helen Taylor, and Lizzie Capez. A few pieces are signed and dated "College 1860," "Christmas 1860," or "Normal College." Acquired as part of the Sallie Bingham Center for Women's History and Culture.	Purchase 2003, 2003-0225	College verse -- 19th century; Farewells in literature; Friendship in literature; Poetry -- 19th century; Teachers college students -- History -- 19th century; Women college students -- History -- 19th century; Women's rights -- History -- 19th century; Beckwith, Eliza; Sallie Bingham Center for Women's History and Culture		Commonplace books; Poems	beckwitheliza-004626375	seca-b96893df-fac4-41e9-a205-02e951148d60	http://library.duke.edu/rubenstein/findingaids/beckwitheliza-004626375/	670632446	RL.30179	dpc_id
folder 1	Beckwith, John	John Beckwith papers	1810-1882	1810/1882	eng	51 items		Business correspondence of John Beckwith concerning antidyspeptic and antibilious pills, which he made and advertised by testimonials from many prominent men, especially from North Carolina. Included also are receipts and bills.		Advertising -- Medicine; Medicine -- Accounting; Patent medicines -- United States; Physicians -- History -- 19th century			beckwithjohnpapers-000887872	seca-e83e5958-d14b-4115-ac2f-1c4c725f50e5	http://library.duke.edu/rubenstein/findingaids/beckwithjohnpapers-000887872/	20574559	RL.30168	dpc_id
folder 1	Beckwith, John W. (John Watrous), 1831-1890	John W. Beckwith letter	1877	1877/1877	eng	1 item		Letter from the Episcopal Bishop of Georgia concerning stock in the Georgia Central Railroad.		Stocks -- Georgia; Episcopal Church -- Bishops -- Correspondence; Episcopal Church -- Georgia; Georgia Central Railroad			beckwithjohnw-002050955	seca-9d9658f3-41ca-4558-a727-7363cf7f9b6c	http://library.duke.edu/rubenstein/findingaids/beckwithjohnw-002050955/	34126650	RL.30190	dpc_id
folder 1	Bedell, William F.	William F. Bedell papers	1863-1876	1863/1876	eng	11 items		Correspondence of a Union soldier commenting on camp life in Virginia and Kentucky and describing Chicago, Ill., in 1864.		Soldiers -- United States -- Correspondence; United States. Army -- Military life; Chicago (Ill.) -- Description and travel; Kentucky -- History -- Civil War, 1861-1865; Virginia -- History -- Civil War, 1861-1865	Chicago (Ill.); Kentucky; Virginia		bedellwilliamfpapers-000887845	seca-f2600fee-61f0-4830-bf0f-50ab4e5740cd	http://library.duke.edu/rubenstein/findingaids/bedellwilliamfpapers-000887845/	20574396	RL.30186	dpc_id
folder 1	Beecher, Catharine Esther, 1800-1878	Catharine Esther Beecher letter	1856	1856/1856	eng	1 item		Letter from a Mrs. Brainerd to Beecher describing a trip to the western United States.		West (U.S.) -- Description and travel	West (U.S.)		beechercatharineesther-002050956	seca-91a3cdc6-e764-4a86-adf5-58ac3d091af4	http://library.duke.edu/rubenstein/findingaids/beechercatharineesther-002050956/	34126644	RL.30177	dpc_id
folder 1	Beecher, James Chaplin, 1828-1886	James Chaplin Beecher papers	1865-1866	1865/1866	eng	3 items		Journal of Beecher's experiences working for the Freedmen's Bureau in Charleston, S.C., including summaries of complaints brought to his attention. Also, two letters giving his general view of how freedmen should be treated.		Freedmen -- South Carolina -- Charleston; Reconstruction (U.S. history, 1865-1877) -- South Carolina; United States. Bureau of Refugees, Freedmen, and Abandoned Lands; Charleston (S.C.) -- History	Charleston (S.C.)		beecherjameschaplinpapers-000844102	seca-d2d8d33a-0166-443b-9705-c38d3e20e9cc	http://library.duke.edu/rubenstein/findingaids/beecherjameschaplinpapers-000844102/	19211025	RL.30188	dpc_id
folder 1	Beidelman family	Beidelman family papers	1830-1905, bulk 1862-1874	1830/1905	eng	30 items		Personal correspondence of the Beidelman and Wilmer families. Topics include the marriage of Mary Wilmer to the Rev. John Nicholson of Rahway, N.J.; John Wilmer's voyage around Cape Horn to Chile during the 1830s; the marriage of Catherine P. Wilmer to David Beidelman, of Philadelphia, and the Civil War experiences of Wilmer and Daniel Beidelman, Jr., members of the 19th Regiment, Pennsylvania Volunteers, discussing the destitution of the people of southern Maryland and northern Virginia and the aftermath of the Battle of Gettysburg.		Marriage customs and rites -- United States; Gettysburg, Battle of, Gettysburg, Pa., 1863; Beidelman, Daniel, Jr.; Beidelman, David; Beidelman, Wilmer; Nicholson, John, Rev.; Nicholson, Mary Wilmer; Wilmer, John; Beidelman family; Wilmer family; United States. Army; Horn, Cape (Chile); Maryland -- History -- Civil War, 1861-1865; United States -- History -- Civil War, 1861-1865; Virginia -- History -- Civil War, 1861-1865	Horn, Cape (Chile); Maryland; United States; Virginia		beidelmanfamilypapers-000844118	seca-1d410e13-995d-432d-91eb-2e0b4b2db3e8	http://library.duke.edu/rubenstein/findingaids/beidelmanfamilypapers-000844118/	19211813	RL.30169	dpc_id
folder 1	Belcher, Granville W.	Granville W. Belcher letters	1861-1865	1861/1865	eng	11 items		Personal letters which reflect events in the Civil War such as the second battle of Manassas and the battle of Gettysburg.		Gettysburg, Battle of, Gettysburg, Pa., 1863; Bull Run, 2nd Battle of, Va., 1862; United States -- History -- Civil War, 1861-1865	United States		belchergranvillewletters-002050959	seca-68a7ce45-ddcd-4279-b80f-3c594a515c15	http://library.duke.edu/rubenstein/findingaids/belchergranvillewletters-002050959/	34122394	RL.30183	dpc_id
folder 1	Belcher, James	James Belcher papers	1782	1782/1782	eng	2 items		Documents concerning the reimbursement of James Belcher, a Loyalist, for losses sustained when the British evacuated Savannah. Included also is one document signed by General Anthony Wayne.		American loyalists -- Georgia; Wayne, Anthony, 1745-1796; Savannah (Ga.) -- History -- Siege, 1779; United States -- History -- Revolution, 1775-1783 -- Claims	Savannah (Ga.); United States		belcherjamespapers-002050960	seca-4679f607-1721-4061-8c5b-ee882ae89029	http://library.duke.edu/rubenstein/findingaids/belcherjamespapers-002050960/	34122433	RL.30166	dpc_id
folder 1	Belcher, William W.	William W. Belcher papers	1857-1859	1857/1859	eng	9 items		Miscellaneous business and legal papers of William Belcher of Abbeville, S.C.		Business records -- South Carolina; Abbeville (S.C.)	Abbeville (S.C.)		belcherwilliamwpapers-002050961	seca-4c963eb3-6bc6-4f80-ae19-df31d29da1f9	http://library.duke.edu/rubenstein/findingaids/belcherwilliamwpapers-002050961/	34122452	RL.30178	dpc_id
folder 1	Belknap, William W. (William Worth), 1829-1890	William W. Belknap papers	1852-1875	1852/1875	eng	34 items		Correspondence concerning contested elections; the Ku Klux Klan; appointments to the United States Military Academy; political appointments; stationing Federal troops in Alabama in 1872; President Grant's desire to hold an election in Georgia in 1870; and settlement of war claims against the Navy, 1875.		Reconstruction (U.S. history, 1865-1877) -- Alabama; Reconstruction (U.S. history, 1865-1877) -- Georgia; Grant, Ulysses S. (Ulysses Simpson), 1822-1885; Ku Klux Klan (19th century); United States Military Academy; Alabama -- Politics and government -- 1865-1950; Georgia -- Politics and government -- 1865-1950; Iowa -- Officials and employees; Southern States -- History -- 1865-1877; United States -- History -- Civil War, 1861-1865 -- Claims; United States -- Politics and government -- 1865-1877	Alabama; Georgia; Iowa; Southern States; United States		belknapwilliamwpapers-000844106	seca-43c116b5-688a-4d50-9efd-b31e9f3d0928	http://library.duke.edu/rubenstein/findingaids/belknapwilliamwpapers-000844106/	19211044	RL.30175	dpc_id
folder 1	Bell, Ebenezer	Ebenezer Bell letters	1833-1857	1833/1857	eng	23 items		Family correspondence of a group of small farmers in eastern North Carolina with comments on crops.		Farmers -- North Carolina -- Correspondence; Agriculture -- North Carolina; Hyde County (N.C.) -- History	Hyde County (N.C.)		bellebenezerletters-002050943	seca-f3032aab-18ef-4f89-87fb-f4ca10308c51	http://library.duke.edu/rubenstein/findingaids/bellebenezerletters-002050943/	34126652	RL.30170	dpc_id
folder 1	Bell, Madison	Madison Bell letters	1877	1877/1877	eng	2 items		Letters of a Georgia Republican requesting an appointment as U.S. marshal.		United States. Marshals Service			bellmadisonletters-001634337	seca-39619503-e031-4f39-9c37-0c184af52134	http://library.duke.edu/rubenstein/findingaids/bellmadisonletters-001634337/	31526800	RL.30191	dpc_id
folder 1	Bell, Major	Major Bell letters	1853-1864	1853/1864	eng	11 items		Business letters with information on the prices of goods; and letters from Christian Bell, a student at Chowan Female College at Murfreesboro, North Carolina, commenting on student interests, college life, and a Negro insurrection of 1854.		College students -- Correspondence; Women -- Education -- North Carolina; Slave insurrections -- United States; Bell, Christian; Chowan Baptist Female Institute (Murfreesboro, N.C.); Murfreesboro (N.C.) -- History -- 19th century	Murfreesboro (N.C.)		bellmajorletters-001634339	seca-e503dd16-d40d-44d8-8328-b18075abb9d9	http://library.duke.edu/rubenstein/findingaids/bellmajorletters-001634339/	31526786	RL.30176	dpc_id
folder 1	Bell, Thomas A.	Thomas A. Bell letters	1861-1863	1861/1863	eng	4 items		Personal letters from Thomas A. Bell, a Confederate soldier, to his sister, Fannie.		Soldiers -- Confederate States of America -- Correspondence; Brothers and sisters -- Correspondence			bellthomasaletters-001634341	seca-a184690b-9278-4312-998d-cc52c153bf09	http://library.duke.edu/rubenstein/findingaids/bellthomasaletters-001634341/	31526791	RL.30184	dpc_id
folder 1		Letters and clippings regarding Henry Ward Beecher	1868-1878	1868/1878	eng	5 items		Three letters, including one from Colonel Nelson Cross, another from Robert Dale Owen regarding a meeting with Beecher; two newspaper clippings, one from the New York Herald about Beecher's talent for dramatic storytelling; the other about a Thanksgiving sermon Beecher gave.		Beecher, Henry Ward, 1813-1887; Beecher, Henry Ward, 1813-1887 -- Sermons.; Cross, Nelson; Cross, Nelson; Owen, Robert Dale, 1801-1877; Owen, Robert Dale, 1801-1877			lettersandclippingsregardinghenrywardbeecher-002050957	seca-a8e3cb6b-5da5-430b-aa7b-24997e3544dc	http://library.duke.edu/rubenstein/findingaids/lettersandclippingsregardinghenrywardbeecher-002050957/	34122414	RL.30189	dpc_id
