title	creator	date_expression	date	language	extent	description	provenance	subject	spatial	format	type	collection_slug	aleph_id	oclc_num	local_id	display_format	rights	rights_note
Thomas Wentworth Higginson letters	Higginson, Thomas Wentworth, 1823-1911	1854-1906	1854/1906	eng	61 items	Letters by Higginson, mainly relating to literary and personal matters and to lectures delivered by him. Includes "The Nonsense of It. Short Answers to Common Objections against Woman Suffrage." Addressees include William Bliss Carman, Daniel Coit Gilman, Julia Ward Howe, Charles Henry Miller, John Codman Ropes, and Laird Simons. In an 1854 letter to an unidentified recipient, Higginson wrote regarding "free church" organizations that might offer suitable positions, sent a "cheap" tract on women's rights, and requested a "unprejudiced account" of New York Central College in McGrawville, New York. In a 1897 letter, he wrote to a book club organizer regarding a reprinting.	Acquired 1949-1951, 2016	Book clubs (Discussion groups)| Lectures and lecturing -- United States| Social reformers -- United States| Women -- Suffrage -- United States| Carman, Bliss, 1861-1929| Gilman, Danile Coit, 1831-1908| Higginson, Thomas Wentworth, 1823-1911| Howe, Julia Ward, 1819-1910| Miller, Charles Henry, 1842-1922| Ropes, John Codman, 1836-1899| Simons, Laird		Personal correspondence	Text	higginsonthomaswentworthletters-000856926	000856926	19643132	[local_id]	image		[rights_note]
Silas Highby letters	Highby, Silas	1855	1855/1855	eng	2 items	Letters from Orra Garvin to Silas Highby and his wife dealing with personal and family matters.		Garvin, Orra, creator.| Garvin, Orra| Highby, Silas		Personal correspondence	Text	highbysilasletters-002566203	002566203	41161211	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
William A. Hightower letters	Hightower, William A.	1849-1864	1849/1864	eng	26 items	Letters written while Hightower was a student at Randolph-Macon College, Boydton, Virginia, 1859-1860, and while serving in the Confederate Army. The majority of the collection concerns Hightower's college life, but his Civil War letters discuss various skirmishes under Stonewall Jackson's command.		College students -- Correspondence| Soldiers -- Confederate States of America -- Correspondence| Universities and colleges -- Virginia| Hightower, William A.| Jackson, Stonewall, 1824-1863| Confederate States of America. Army -- Military life| Randolph-Macon College -- Students| United States -- History -- Civil War, 1861-1865 -- Campaigns| Virginia -- History -- Civil War, 1861-1865	United States| Virginia		Text	hightowerwilliamaletters-000861246	000861246	19794022	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Harlow N. Higinbotham journal	Higinbotham, Harlow N. (Harlow Niles), 1838-1919	1886	1886/1886	eng	1 volume	A journal describing Higinbotham's travel to Kentucky and Tennessee in February 1886. He recorded his own impressions and the opinions of local residents such as a pro-Union Louisville (Kentucky) judge, and a Nashville (Tennessee) octogenarian. Topics include the general appearance of Louisville, lack of schools in Tennessee for both whites and blacks, visit with President Polk's widow, call on Governor Bates in Nashville, the Hermitage Club, Andrew Jackson, Vanderbilt and Southern education.	Purchase 1983	Education -- Southern States| Schools -- Tennessee| Higinbotham, Harlow N. (Harlow Niles), 1838-1919| Jackson, Andrew, 1767-1845| Polk, James K., Mrs.| Vanderbilt University| Kentucky -- Description and travel| Louisville (Ky.)| Tennessee -- Description and travel	Kentucky| Louisville (Ky.)| Tennessee		Text	higinbothamharlown-002508754	002508754	40067206	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
A. P. Hill letter	Hill, A. P. (A. Powell),	1856,1862	1856/1862	eng	1 item	Collection consists of a letter, 1856, from Hill, later a Confederate general, to Carrie Redfield discussing personal matters. There are also comments, 1862, written on the letter by Redfield.		Hill, A. P. (A. Powell)| Redfield, Carrie, creator.| Redfield, Carrie| Confederate States of America. Army -- Officers -- Correspondence			Text	hillap-002385544	002385544	38196552	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
D. H. Hill Papers	Hill, D. H. (Daniel Harvey), 1821-1889	1860-1889	1860/1889	eng	18 items	Collection contains miscellaneous letters and papers of Hill including scattered items pertaining to his service in the Confederate Army; a letter to C.C. Jones, Jr., concerning their love for the Confederacy; and materials relating to Hill's work as editor of THE LAND WE LOVE. Other items include a lodging bill; an 1863 order from Junius Daniel concerning troop movements in North Carolina; and a message from Hill to General Stevenson about miltary operations in North Carolina in the closing days of the conflict. One letter written to Hill while president of University of Arkansas, is from Thomas Fenwick Drayton. Drayton discusses Charlotte and gives information on the post-war activities of various officers from the Confederacy. Of Charlotte in 1878 Drayton notes: "The gamblers and saloon-men run this town."		Reconstruction (U.S. history, 1865-1877) -- North Carolina| Daniel, Junius, 1828-1864| Daniel, Junius, 1828-1864, creator.| Drayton, Thomas Fenwick, 1808-1891| Drayton, Thomas Fenwick, 1808-1891, creator.| Hill, D. H. (Daniel Harvey), 1821-1889| Hill, D. H. (Daniel Harvey), 1821-1889| Jones, Charles C., (Charles Colcock), Jr. 1831-1893| Confederate States of America. Army -- Officers -- Correspondence| Confederate States of America. Army -- History| Charlotte (N.C.) -- History -- 19th century| North Carolina -- History -- Civil War, 1861-1865 -- Campaigns| United States -- History -- Civil War, 1861-1865 -- Campaigns	Charlotte (N.C.)| North Carolina| United States		Text	hilldh-002423870	002423870	38754473	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Francis H. Hill letters	Hill, Francis H.	1860, 1861	1860/1861	eng	2 items	Letter, 1860, to Francis H. Hill from William Green discussing legal affairs; and a letter, 1861, by Hill concerning legal affairs, local and national politics, and secession.		Law| Secession -- Southern States| Green, William, creator.| Green, William| Hill, Francis H.| Madison (Va.) -- Politics and government| United States -- Politics and government	Madison (Va.)| United States		Text	hillfrancishletters-002566205	002566205	41161215	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
George Nelson Hill papers	Hill, George Nelson, 1842-	1869-1879	1869/1879	eng	12 items	Diary dated June 1869-August 1872 (156 pages) mainly concerns farming, including some references to rice, laborers, a grape and scuppernong vineyard and wine making; county Republican politics, politicians, and elections; and local persons and communities, including visits to Wilmington and Smithville. Other diary topics include: state Republican politics and elections; local churches; the school committee and the establishment of a black school; a visit to Newton, Massachusetts (1871-1872); a trip to the North Carolina coast (Aug. 1871); the burning of the C.S.S. North Carolina (Sept. 1871); and occasional references to blacks, the Ku Klux Klan, the Democratic opposition, a cooperative association (1872), and a local post of the Grand Army of the Republic (1872). The volume also contains miscellancous records, 1869-1870s; farm accounts and memoranda, including accounts for men and women laborers; purchases of goods; travel expenses; and occasional notations about politicians and elections. Addition includes letters from Hill to his niece "Eva." Contains letters from: Raleigh while he was in the North Carolina State Senate; Washington D.C., where he worked in the U.S. Treasury Department; Smithfield, North Carolina; and Wilmington, North Carolina.	Purchase 1989	African Americans -- North Carolina -- Brunswick County| Agricultural laborers -- North Carolina -- Brunswick County| Church buildings -- North Carolina -- Brunswick County| Cooperative societies -- North Carolina -- Brunswick County| Education -- North Carolina -- Brunswick County| Farms -- North Carolina -- Brunswick County| Muscadine grape -- North Carolina -- Brunswick County| Reconstruction (U.S. history, 1865-1877) -- North Carolina| Rice farmers -- North Carolina -- Brunswick County| Viticulture -- North Carolina -- Brunswick County| Wine and wine making -- North Carolina -- Brunswick County| Women agricultural laborers -- North Carolina -- Brunswick County| Hill, George Nelson, 1842-| Democratic Party (N.C.)| Grand Army of the Republic. Department of North Carolina| Ku Klux Klan (19th century)| Republican Party (N.C.)| Brunswick County (N.C.) -- History| Newton (Mass.) -- Description and travel| North Carolina -- Politics and government| Wilmington (N.C.) -- History	Brunswick County (N.C.)| Newton (Mass.)| North Carolina| Wilmington (N.C.)		Text	hillgeorgenelsonpapers-000897750	000897750	20836292	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
J. A. Hill letters	Hill, J. A.	1865-1880	1865/1880	eng	13 items	Letters pertaining to the Macon and Western Railroad.		Hill, J. A.| Macon and Western Railroad Company			Text	hilljaletters-002566206	002566206	41161224	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
James Davidson Hill papers	Hill, James Davidson	1861-1864	1861/1864	eng	15 items	Miscellaneous letters and papers relating to Hill's service as an officer in the Confederate Army. The collection includes orders, reports on supplies and enemy troop movements, letters recommending Hill for promotion, and a letter, 1864, from a Louisiana planter to Admiral David Dixon Porter of the United States Navy seeking compensation for goods confiscated by Federal soldiers.		Hill, James Davidson| Porter, David D. (David Dixon), 1813-1891| Confederate States of America. Army -- Officers -- Correspondence| Confederate States of America. Army -- Supplies and stores| United States. Navy -- Officers| United States -- History -- Civil War, 1861-1865 -- Claims| United States -- History -- Civil War, 1861-1865 -- Confiscations and contributions	United States		Text	hilljamesdavidsonpapers-000861247	000861247	19794034	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
J. D. Hill letters	Hill, J. D.	1862	1862/1862	eng	2 items	Letters from J. D. Hill to his brother, William, describing financial matters and army life around Richmond and Centreville in 1862.		Hill, J. D.| Hill, William| Confederate States of America. Army -- Military life| Centreville (Va.) -- History -- 19th century| Richmond (Va.) -- History -- Civil War, 1861-1865	Centreville (Va.)| Richmond (Va.)		Text	hilljdletters-002566207	002566207	41161219	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Joseph B. Hill papers	Hill, Joseph B.	1812-1872	1812/1872	eng	3 items	Letter; and two legal papers which relate to the sale of land to Hill.		Land tenure -- Georgia -- Muscogee County| Hill, Joseph B.| Muscogee County (Ga.) -- History	Muscogee County (Ga.)		Text	hilljosephbpapers-002578664	002578664	41395601	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
N. Hill letters	Hill, N.	1862-1863	1862/1863	eng	3 items	Personal letters from N. Hill to his wife; and a letter from Fannie Nicholson, a student at Greensboro Female College, Greensboro, North Carolina.		Hill, Noah| Nicholson, Fannie| Nicholson, Fannie| Greensboro Female College (Greensboro, N.C.)			Text	hillnletters-002566209	002566209	41161217	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
