title	creator	date_expression	date	language	extent	description	provenance	subject	spatial	format	type	collection_slug	aleph_id	oclc_num	local_id	display_format	rights	rights_note
Lyman Hall papers	Hall, Lyman, 1724-1790	1783-1793	1783/1793	eng	4 items	Papers include a land bounty certificate; a copy of the will of Mary (Osborne) Hall; a warrant, 1784, relating to damages owed to Lyman Hall from James Martin and Thomas Garrett; and an extract from a speech given by Lyman Hall in the Georgia House of Assembly, 1783, about a controversy over the Georgia chief justice and grand jury. The copy of Mary Hall's will includes provisions for the purchase of mourning rings, the manumission of two enslaved people, and for the housing and furnishing of her old and infirm enslaved people.		Mourning jewelry -- 18th century| Slaves -- Emancipation -- Georgia -- 18th century| Slavery -- Georgia -- 18th century| Wills -- Georgia -- 18th century| Garrett, Thomas| Hall, Lyman, 1724-1790| Hall, Mary Osborne creator.| Martin, James| Georgia. General Assembly -- History -- 18th century			Text	halllymanpapers-002565022	002565022	41109624	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
Thomas L. Hall papers	Hall, Thomas L.	1839-1850	1839/1850	eng	8 items	Letters to Thomas L. Hall from his brother, J. W. Hall, a physician in St. Louis, Missouri, commenting for the most part on family matters, but with occasional mention of politics and economic conditions. An 1842 letter mentions Martin Van Buren's visit to Saint Louis, and spoke of the scarcity of money there.		Money -- Missouri -- Saint Louis -- 19th century| Hall, J. W., of St. Louis, Missouri, author.| Hall, Thomas L.| Van Buren, Martin, 1782-1862| Saint Louis (Mo.) -- History -- 19th century	Saint Louis (Mo.)		Text	hallthomaslpapers-002565024	002565024	41109632	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Thomas Lloyd Halsey papers	Halsey, Thomas Lloyd, -1838	1818-1821	1818/1821	eng	2 items	Collection consists of an 1818 agreement between Thomas L. Halsey and Frederick Thiesen concerning Halsey's participation in privateering operations against Spain and other matters; and a letter from Halsey describing distracted business and social conditions in Argentina in 1821.		Privateering -- Argentina -- 19th century| Halsey, Thomas Lloyd, -1838| Thiesen, Frederick, signer.| Argentina -- History -- 19th century| Buenos Aires (Argentina) -- Economic conditions -- 19th century	Argentina| Buenos Aires (Argentina)		Text	halseythomaslloydpapers-002565026	002565026	41109626	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
Caroline Hamblett papers	Hamblett, Caroline	1819-1833 and undated.	1819/1833	eng	26 items	Collection consists of letters to Caroline Hamblett from her female friends and sisters in New Hampshire, Massachusetts, and Maine. Topics include health and social activities of family and friends; subjects studied and textbooks used; and religious beliefs. One letter contains an account of a female acquaintance suing a man for breach of promise for having refused to marry her after she had given up her business in the belief that he would marry her. Includes a few short essays on such topics as the evils of alcohol; the transience of physical beauty; and the advantages of early rising.	Purchase 1979	Friendship -- Women -- Correspondence| Actions and defenses -- Women -- 19th century| Courtship -- History -- 19th century| Sisters -- Correspondence| Women -- Education| Women -- Religious life| Women teachers -- History -- 19th century| Textbooks -- History -- 19th century| Moral education -- History -- 19th century| Women -- Social networks| Hamlett family| New England -- Social life and customs	New England		Text	hamblettcarolinepapers-001099719	001099719	28106289	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
Louis Hamburger papers	Hamburger, Louis	1857-1900	1857/1900	eng	53 items	Collection consists of business and family correspondence relating to the cotton textile manufacturing and commission mercantile businesses. Businesses represented include Swift, Hamberger & Co., a cotton factory, and George P. Swift & Hamburger, Warehouse and Commission merchants in Columbus. Correspondents include Hamburger's wife, "Toodie," and his partner, George P. Swift, Sr., of Columbus, Ga. Letters describe Hamburger's efforts to establish a mill and cotton manufacturing concern, and of his 1871 trip to Europe where he arranged for insurance for the mill and visited his relatives. There are also two grade reports from Wesleyan Female College, and a photograph.	Purchase 1965	Insurance -- Georgia -- 19th century| Commission merchants -- Georgia| Cotton textile industry -- Georgia| Merchants -- Georgia -- Upson County| Hamburger, Toodie, correspondent.| Swift, George P., correspondent.| Wesleyan Female College (Cincinnati, Ohio) -- History| Columbus (Ga.) -- History -- 19th century| Europe -- Description and travel -- 19th century| Georgia -- Commerce	Columbus (Ga.)| Europe| Georgia		Text	hamburgerlouispapers-000855565	000855565	19595152	[local_id]	image		[rights_note]
George Ashman Hamill papers	Hamill, George Ashman, 1817-1870	1840-1871	1840/1871	eng	62 items	Collection consists of bills and receipts of George A. Hamill, a physician, and letters to him from his brother, William Cromwell Hamill, dealing for the most part with family and personal matters. Most items were transferred from the Nadenbousch Papers and date from before Hamill's departure for Virginia in 1846. Collection also contains a letter from John B. McDowell of Lewistown, Ill., discussing the Mexican War.		Physicians -- 19th century| Mexican War, 1846-1848 -- Correspondence| Hamill, George Ashman| Hamill, William Cromwell, correspondent.| Nadenbousch, J. Q. A., correspondent.| Hamill family -- History.			Text	hamillgeorgeashmanpapers-002565027	002565027	41109635	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Alexander Hamilton letters	Hamilton, Alexander, 1757-1804	1780, 1791	1780/1791	eng	2 items	Collection includes a newspaper clipping of a republished letter, 1780, from Hamilton to Elizabeth Schuyler concerning the Benedict Arnold affair and the death of Major John André, and an original letter, 1791, to Abisha Thomas and James Taylor, treasury agents for North Carolina, enquiring whether North Carolina had ever issued its own certificates of indebtedness in lieu of those of the United States.		Debt -- North Carolina -- 18th century| André, John, 1751-1780| Arnold, Benedict, 1741-1801| Hamilton, Elizabeth Schuyler, 1757-1854| Taylor, James| Thomas, Abisha| North Carolina -- Economic conditions -- 18th century| United States -- History -- Revolution, 1775-1783 -- Finance	North Carolina| United States		Text	hamiltonalexanderletters-000857309	000857309	19657417	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
James Hamilton papers	Hamilton, James, Jr., 1786-1857	1823-1882 and undated.	1823/1882	eng	14 items	Collection consists of routine personal, business, and political correspondence of Hamilton concerning political appointments and several of the enterprises in which he was engaged.		Commerce -- 19th century| Legislators -- United States -- Correspondence| Governors -- South Carolina -- Correspondence| Hamilton, James, Jr., 1786-1857			Text	hamiltonjamespapers-002582765	002582765	41546376	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Paul Hamilton papers	Hamilton, Paul, 1762-1816	1806-1811	1806/1811	eng	2 items	Papers consist of a land grant, 1806, and a request for a naval appointment, 1811.		Land grants -- South Carolina -- 19th century| Hamilton, Paul, 1762-1816| United States. Navy -- History -- 19th century| South Carolina -- 19th century	South Carolina		Text	hamiltonpaulpapers-002565029	002565029	41109667	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
William H. A. Hamilton papers	Hamilton, William H. A.	1875	1875/1875	eng	4 items	Business letters to William H. A. Hamilton from Baltimore; two letters were written by lawyer Richard Hamilton, his brother.		Business enterprises -- Maryland -- 19th century| Hamilton William H. A.| Hamilton, Richard, correspondent.| Baltimore (Md.) -- History -- 19th century	Baltimore (Md.)		Text	hamiltonwilliamhapapers-002565030	002565030	41109650	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
William John Hamilton letters	Hamilton, William John, 1805-1867	1827-1828	1827/1828	eng	27 items	Collection consists of letters by Hamilton to family members, describing his stay in Paris and his journey through France to the British embassy in Madrid. Hamilton reported occasionally on the political atmosphere in Madrid. His letters offer detailed description of social and sporting events, including bullfights, balls, and hunts. Among the people mentoned in Hamilton's lettters are Washington Irving and the English painter Sir David Wilkie.	Purchase 1985	Diplomatic and consular service, British -- Spain| Hunting -- Spain| Bullfights -- Spain -- History -- 19th century| Irving, Washington, 1783-1859| Wilkie, David, Sir, 1785-1841| France -- Description and travel| Great Britain -- Foreign relations -- 1820-1830| Great Britain -- Foreign relations -- Spain| Paris (France) -- Description and travel| Spain -- Social life and customs| Spain -- Politics and government -- 1813-1833| Spain -- Foreign relations -- 1814-1886	France| Great Britain| Paris (France)| Spain		Text	hamiltonwilliamjohnletters-001024987	001024987	24560955	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Hannibal Hamlin papers	Hamlin, Hannibal, 1809-1891	1862-1970	1862/1970	eng	4 items	Collection contains a letter, 1866, from Hannibal Hamlin to Henry A. Smythe, collector of the Port of New York, asking assistance for a friend. It also contains a blotter stamped "Library of Hannibal Hamlin," attached to a note by H. Borden Clarke, of Old Authors Farm, Ontario, claiming that the blotter was used to correct the Emancipation Proclamation.		Blotting paper| Hamlin, Hannibal, 1809-1891| Smythe, Henry A.| United States. President (1861-1865 : Lincoln). -- History| New York (N.Y.) -- History	New York (N.Y.)		Text	hamlinhannibalpapers-002565032	002565032	41109642	[local_id]	image		[rights_note]
John Henry Hamm papers	Hamm, John Henry, active mid-1800s	1864-1875	1864/1875	eng	18 items	Letters to Hamm from members of his family, including a sister, Mary, sister-in-law, Lora, and brother, C. F. Hamm, who settled in Douglass Butler Co., Kansas. Letters relate to personal and family matters and relationships.		Families -- Correspondence| Hamm, C. F., correspondent.| Hamm, John Henry| Hamm, Lora, correspondent.| Hamm, Mary, correspondent.| Hamm family| Butler County (Kan.) -- History -- 19th century| Greensboro (N.C.) -- History -- 19th century	Butler County (Kan.)| Greensboro (N.C.)		Text	hammjohnhenrypapers-002565033	002565033	41109644	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
